taxon_id	ab_id	original_name	algae	ab_empire	ab_kingdom	ab_phylum	ab_class	ab_subclass	ab_order	ab_family	link	world_distribution_summary
172292	32074	Epithemia turgida var. turgida (Ehrenberg) Kützing, 1844	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Rhopalodiales	Rhopalodiaceae	https://www.algaebase.org/search/species/detail/?species_id=32074	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI AUS 
172293	136080	Epithemia turgida var. granulata (Ehrenberg) Brun, 1880	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Rhopalodiales	Rhopalodiaceae	https://www.algaebase.org/search/species/detail/?species_id=136080	ATC ATL EUR NAM SAM MID ASI AUS 
172298	33460	Epithemia turgida var. westermannii (Ehrenberg) Grunow, 1862	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Rhopalodiales	Rhopalodiaceae	https://www.algaebase.org/search/species/detail/?species_id=33460	EUR NAM SAM MID ASI AUS 
172305	31326	Eunotia bilunaris (Ehrenberg) Schaarschmidt, 1880	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31326	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA AUS 
172311	31326	Eunotia bilunaris var. bilunaris 	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31326	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA AUS 
172312	31328	Eunotia bilunaris var. mucophila Lange-Bertalot, M.Nörpel & E.Alles, 1991	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31328	EUR NAM SAM AFR ASI 
172314	31347	Eunotia diodon Ehrenberg, 1837	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31347	ATC ATL EUR NAM SAM AFR MID SWS ASI SOA PIS AUS 
172315	33482	Eunotia elegans Østrup, 1910	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=33482	ATC ATL EUR NAM SAM SWS ASI AUS 
172322	31349	Eunotia faba (Ehrenberg) Grunow, 1881	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31349	ATC ATL EUR NAM SAM AFR MID ASI AUS 
172332	31351	Eunotia fallax A.Cleve, 1895	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31351	ATC ATL EUR NAM SAM AFR SWS ASI SOA AUS 
172333	38001	Eunotia gracilis W.Smith, 1853	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=38001	ATC ATL EUR NAM SAM AFR MID SWS ASI SOA AUS 
172335	38000	Eunotia valida Hustedt, 1930	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=38000	ATC ATL EUR NAM CAR SAM MID SWS ASI AUS 
172337	31362	Eunotia implicata Nörpel, Lange-Bertalot & Alles, 1991	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31362	ATC ATL EUR NAM SAM AFR SWS ASI AUS SUB 
172341	21103	Uronema marinum Dujardin, 1841	Y	Eukaryota	Plantae	Chlorophyta	Chlorophyceae		Chaetophorales	Uronemataceae	https://www.algaebase.org/search/species/detail/?species_id=21103	EUR ASI PIS AUS 
172344	31433	Eunotia veneris (Kützing) De Toni, 1892	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31433	ATC ATL EUR NAM SAM AFR SWS ASI SOA AUS 
172345	35945	Eunotia minor (Kützing) Grunow, 1881	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=35945	ATC ATL EUR NAM SAM AFR MID SWS ASI AUS 
172350	31390	Eunotia praerupta Ehrenberg, 1843	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31390	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA PIS AUS SUB 
172355	31405	Eunotia septentrionalis Østrup, 1897	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31405	ATC ATL EUR NAM SAM MID ASI AUS 
172356	31409	Eunotia serra Ehrenberg, 1837	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31409	ATC ATL EUR NAM SAM AFR SWS ASI SOA 
172357	37987	Eunotia robusta Ralfs, 1861	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=37987	ATC ATL EUR NAM SAM MID SWS ASI SOA PIS AUS 
172361	35950	Eunotia tetraodon Ehrenberg, 1838	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=35950	ATC ATL EUR NAM AFR SWS ASI AUS SUB 
172369	31424	Eunotia tenella (Grunow) Hustedt, 1913	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31424	ATC ATL EUR NAM SAM AFR MID SWS ASI SOA PIS AUS 
172371	31434	Eunotia zasuminensis (Cabejszekowna) Körner, 1970	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Eunotiophycidae	Eunotiales	Eunotiaceae	https://www.algaebase.org/search/species/detail/?species_id=31434	EUR NAM AFR AUS 
172376	38063	Fallacia cryptolyra (Brockmann) Stickle & Mann, 1990	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Sellaphoraceae	https://www.algaebase.org/search/species/detail/?species_id=38063	EUR NAM MID ASI AUS 
172380	32095	Fallacia pygmaea (Kützing) A.J.Stickle & D.G.Mann, 1990	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Sellaphoraceae	https://www.algaebase.org/search/species/detail/?species_id=32095	ATC ATL EUR NAM SAM AFR MID SWS ASI SOA AUS 
172385	31451	Fragilaria capucina var. capucina 	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Fragilariales	Fragilariaceae	https://www.algaebase.org/search/species/detail/?species_id=31451	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA PIS AUS SUB ANT 
172387	94794	Fragilaria gracilis Østrup, 1910	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Fragilariales	Fragilariaceae	https://www.algaebase.org/search/species/detail/?species_id=94794	ATC ATL EUR NAM SAM ASI AUS 
172394	38118	Fragilaria mesolepta Rabenhorst, 1861	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Fragilariales	Fragilariaceae	https://www.algaebase.org/search/species/detail/?species_id=38118	ATC ATL EUR NAM SAM MID ASI 
172397	33552	Fragilaria heidenii Østrup, 1910	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Fragilariales	Fragilariaceae	https://www.algaebase.org/search/species/detail/?species_id=33552	ATC ATL EUR NAM SAM MID ASI AUS 
172400	33553	Fragilaria hyalina (Kützing) Grunow ex Van Heurck, 1880	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Fragilariales	Fragilariaceae	https://www.algaebase.org/search/species/detail/?species_id=33553	EUR NAM SAM MID ASI AUS 
172402	73719	Fragilaria istvanffyi Pantocsek, 1902	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Fragilariales	Fragilariaceae	https://www.algaebase.org/search/species/detail/?species_id=73719	EUR 
172406	38059	Exilaria vaucheriae Kützing, 1833	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae incertae sedis		Bacillariophyceae ordo incertae sedis	Bacillariophyceae familia incertae sedis	https://www.algaebase.org/search/species/detail/?species_id=38059	EUR 
172408	31455	Fragilaria capucina var. vaucheriae (Kützing) Lange-Bertalot, 1980	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Fragilariales	Fragilariaceae	https://www.algaebase.org/search/species/detail/?species_id=31455	EUR NAM SAM AFR MID SWS ASI SOA AUS 
172411	33575	Fragilariforma virescens (Ralfs) D.M.Williams & Round, 1988	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Fragilariales	Fragilariaceae	https://www.algaebase.org/search/species/detail/?species_id=33575	EUR NAM SAM AFR MID SWS ASI AUS 
172418	38075	Fragilariopsis cylindrus (Grunow) Krieger, 1954	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Bacillariales	Bacillariaceae	https://www.algaebase.org/search/species/detail/?species_id=38075	EUR NAM SAM MID SWS ASI SOA ANT 
172436	56341	Fragilariopsis oceanica (Cleve) Hasle, 1965	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Bacillariales	Bacillariaceae	https://www.algaebase.org/search/species/detail/?species_id=56341	ATC ATL EUR NAM MID SWS ASI SOA AUS 
172440	141054	Metacylis joergensenii (Cleve) Kofoid & Campbell, 1929		Eukaryota	Chromista	Ciliophora	Spirotrichea	Choreotrichia	Tintinnida	Metacylididae	https://www.algaebase.org/search/species/detail/?species_id=141054	EUR 
172442	30930	Frustulia rhomboides (Ehrenberg) De Toni, 1891	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Amphipleuraceae	https://www.algaebase.org/search/species/detail/?species_id=30930	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA PIS AUS 
172447	38173	Frustulia saxonica Rabenhorst, 1853	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Amphipleuraceae	https://www.algaebase.org/search/species/detail/?species_id=38173	ATC ATL EUR NAM SAM AFR MID SWS ASI AUS 
172460	52642	Protoperidinium diabolus (Cleve, 1900) Balech, 1974	Y	Eukaryota	Chromista	Dinoflagellata	Dinophyceae	Peridiniphycidae	Peridiniales	Protoperidiniaceae	https://www.algaebase.org/search/species/detail/?species_id=52642	ATC ATL EUR NAM SAM MID ASI PIS AUS 
172461	38221	Gomphonema brebissonii Kützing, 1849	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Cymbellales	Gomphonemataceae	https://www.algaebase.org/search/species/detail/?species_id=38221	ATC ATL EUR NAM MID ASI 
172463	38222	Gomphonema coronatum Ehrenberg, 1840	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Cymbellales	Gomphonemataceae	https://www.algaebase.org/search/species/detail/?species_id=38222	EUR NAM MID SWS ASI 
172470	33586	Gomphonema affine Kützing, 1844	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Cymbellales	Gomphonemataceae	https://www.algaebase.org/search/species/detail/?species_id=33586	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA PIS AUS 
172471	27808	Pteromonas angulosa (H.J.Carter) Lemmermann, 1900	Y	Eukaryota	Plantae	Chlorophyta	Chlorophyceae		Chlamydomonadales	Phacotaceae	https://www.algaebase.org/search/species/detail/?species_id=27808	EUR NAM SAM AFR MID SWS ASI SOA AUS 
172500	31556	Gomphonema apicatum Ehrenberg, 1854	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Cymbellales	Gomphonemataceae	https://www.algaebase.org/search/species/detail/?species_id=31556	ATC ATL EUR NAM SAM MID SWS ASI AUS 
172501	35995	Gomphonema bohemicum Reichelt & Fricke, 1902	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Cymbellales	Gomphonemataceae	https://www.algaebase.org/search/species/detail/?species_id=35995	EUR NAM MID SWS ASI 
172503	32060	Gomphonemopsis exigua (Kützing) Medlin in Medlin & Round, 1986	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Cymbellales	Rhoicospheniaceae	https://www.algaebase.org/search/species/detail/?species_id=32060	EUR NAM MID ASI AUS 
172506	130094	Gomphonemopsis pseudexigua (Simonsen) Medlin in Medlin & Round, 1986	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Cymbellales	Rhoicospheniaceae	https://www.algaebase.org/search/species/detail/?species_id=130094	EUR NAM 
172519	38269	Gyrosigma diaphanum Cleve, 1894	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=38269	EUR NAM 
172522	32037	Gyrosigma eximium (Thwaites) Boyer, 1927	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=32037	ATC ATL EUR NAM SAM MID SWS ASI AUS 
172561	33633	Gyrosigma hippocampus (Ehrenberg) Hassall, 1845	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33633	EUR NAM CAR SAM MID SWS ASI AUS 
172588	38296	Haslea crucigera (W.Smith) Simonsen, 1974	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=38296	EUR NAM SAM MID SWS SOA AUS 
172602	38356	Licmophora communis (Heiberg) Grunow, 1881	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Licmophorales	Licmophoraceae	https://www.algaebase.org/search/species/detail/?species_id=38356	EUR NAM CAR MID ASI AUS 
172607	38358	Licmophora debilis (Kützing) Grunow ex Van Heurck, 1881	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Licmophorales	Licmophoraceae	https://www.algaebase.org/search/species/detail/?species_id=38358	EUR NAM MID SWS ASI 
172609	31613	Licmophora ehrenbergii (Kützing) Grunow, 1867	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Licmophorales	Licmophoraceae	https://www.algaebase.org/search/species/detail/?species_id=31613	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA PIS AUS 
172614	38362	Licmophora gracilis var. gracilis (Ehrenberg) Grunow, 1867	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Licmophorales	Licmophoraceae	https://www.algaebase.org/search/species/detail/?species_id=38362	ATC ATL EUR NAM SAM AFR MID SWS ASI SOA ANT 
172634	38364	Licmophora juergensii C.Agardh, 1831	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Licmophorales	Licmophoraceae	https://www.algaebase.org/search/species/detail/?species_id=38364	ATC ATL EUR NAM SAM AFR SWS AUS 
172635	38368	Licmophora oedipus (Kützing) Grunow, 1881	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Licmophorales	Licmophoraceae	https://www.algaebase.org/search/species/detail/?species_id=38368	EUR CAR 
172645	33663	Luticola mutica (Kützing) D.G.Mann, 1990	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Diadesmidaceae	https://www.algaebase.org/search/species/detail/?species_id=33663	ATC ATL EUR NAM SAM AFR MID SWS ASI SOA PIS AUS SUB 
172649	31278	Luticola nivalis (Ehrenberg) D.G.Mann, 1990	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Diadesmidaceae	https://www.algaebase.org/search/species/detail/?species_id=31278	ATC ATL EUR NAM SAM AFR MID ASI AUS SUB ANT 
172675	33690	Navicula amphibola Cleve, 1891	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33690	ATC ATL EUR NAM SAM MID ASI 
172705	63229	Navicula compositestriata Jasnitsky	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=63229	EUR 
172711	31739	Navicula cryptotenella Lange-Bertalot, 1985	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31739	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI PIS AUS ANT 
172725	31829	Navicula peregrina var. peregrina (Ehrenberg) Kützing, 1844	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31829	ATC ATL EUR NAM SAM AFR MID SWS ASI AUS 
172731	31831	Navicula perminuta Grunow, 1880	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31831	ATC ATL EUR NAM SAM MID ASI AUS ANT 
172795	31750	Navicula duerrenbergiana Hustedt, 1934	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31750	EUR NAM MID AUS 
172796	31754	Navicula erifuga Lange-Bertalot, 1985	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31754	EUR NAM SAM AFR MID SWS ASI SOA PIS AUS 
172797	33789	Navicula granii (Jørgensen) Gran, 1908	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33789	EUR NAM SWS ASI 
172799	31771	Navicula gregaria Donkin, 1861	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31771	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI PIS AUS SUB ANT 
172800	31770	Navicula gottlandica Grunow, 1880	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31770	ATC ATL EUR NAM SAM AFR MID SWS ASI AUS 
172802	33809	Navicula jentzschii Grunow, 1882	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33809	ATC ATL EUR NAM ASI 
172803	31791	Navicula kotschyi Grunow, 1860	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31791	ATC ATL EUR NAM SAM AFR MID ASI SOA AUS 
172821	33820	Navicula laterostrata Hustedt, 1925	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33820	ATC ATL EUR NAM SAM MID SWS ASI 
172822	33822	Navicula lesmonensis Hustedt, 1957	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33822	ATC ATL EUR 
172824	33827	Navicula lucidula Grunow, 1880	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33827	EUR NAM MID SWS ASI 
172826	31808	Navicula meniscus J.Schumann, 1867	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31808	ATC ATL EUR NAM SAM ASI AUS 
172827	38579	Navicula microcephala Grunow, 1868	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=38579	EUR SAM MID SWS ASI AUS 
172833	31827	Navicula oblonga (Kützing) Kützing, 1844	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31827	ATC ATL EUR NAM CAR SAM MID SWS ASI AUS 
172836	56335	Navicula pelagica Cleve, 1896	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=56335	EUR NAM 
172845	33856	Navicula phyllepta Kützing, 1844	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33856	EUR NAM SAM MID SWS ASI AUS ANT 
172848	33858	Navicula platystoma Ehrenberg, 1838	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33858	EUR NAM SAM MID SWS ASI AUS 
172850	38976	Navicula pseudotuscula Hustedt, 1943	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=38976	ATC ATL EUR NAM MID 
172855	33891	Navicula scutelloides W.Smith, 1856	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33891	ATC ATL EUR NAM SAM ASI 
175308	33909	Navicula striolata (Grunow) Lange-Bertalot, 1985	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33909	EUR SWS ASI 
175319	39057	Navicula transitans var. transitans Cleve, 1883	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=39057	EUR NAM INO MID ASI 
175320	39058	Navicula transitans var. derasa (Grunow) Cleve, 1883	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=39058	EUR NAM SWS ASI 
175321	39058	Navicula transitans var. derasa f. delicatula Heimdal, 1970	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=39058	EUR NAM SWS ASI 
175326	33940	Navicula vanhoeffenii Gran, 1897	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=33940	EUR NAM SAM SWS ASI 
175328	31897	Navicula veneta Kützing, 1844	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31897	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA PIS AUS 
175334	31899	Navicula viridula var. viridula (Kützing) Ehrenberg, 1836	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31899	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA PIS AUS 
175335	31902	Navicula viridula var. rostellata (Kützing) Cleve, 1895	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31902	EUR NAM CAR SAM AFR MID SWS ASI PIS 
175338	31903	Navicula vitabunda Hustedt, 1930	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31903	ATC ATL EUR NAM SAM AFR SWS ASI AUS 
175340	31904	Navicula vulpina Kützing, 1844	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Naviculaceae	https://www.algaebase.org/search/species/detail/?species_id=31904	ATC ATL EUR NAM SAM MID SWS ASI AUS 
175346	31920	Neidium affine (Ehrenberg) Pfizer, 1871	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Neidiaceae	https://www.algaebase.org/search/species/detail/?species_id=31920	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA AUS SUB 
175347	33957	Neidium binode (Ehrenberg) Hustedt, 1945	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Neidiaceae	https://www.algaebase.org/search/species/detail/?species_id=33957	ATC ATL EUR NAM SAM AFR MID SWS ASI SOA 
175353	31928	Neidium dubium (Ehenberg) Cleve, 1894	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Neidiaceae	https://www.algaebase.org/search/species/detail/?species_id=31928	ATC ATL EUR NAM SAM AFR MID SWS ASI SOA AUS 
175359	31932	Neidium iridis (Ehrenberg) Cleve, 1894	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Neidiaceae	https://www.algaebase.org/search/species/detail/?species_id=31932	ATC ATL EUR NAM CAR SAM AFR MID SWS ASI SOA AUS 
175364	31934	Neidium productum (W.Smith) Cleve, 1894	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Bacillariophycidae	Naviculales	Neidiaceae	https://www.algaebase.org/search/species/detail/?species_id=31934	ATC ATL EUR NAM SAM AFR MID SWS ASI SOA AUS 
175369	39269	Neosynedra provincialis (Grunow) D.M.Williams & Round, 1986	Y	Eukaryota	Chromista	Heterokontophyta	Bacillariophyceae	Fragilariophycidae	Fragilariales	Fragilariaceae	https://www.algaebase.org/search/species/detail/?species_id=39269	EUR NAM MID PIS 
