strain	strain_link	taxa_link	class	environment	scientific_name
UIO 049	https://norcca.scrol.net/strain/uio-049	https://norcca.scrol.net/species/chrysochromulina-throndsenii	Prymnesiophyceae	Marine	Chrysochromulina throndsenii
UIO 050	https://norcca.scrol.net/strain/uio-050	https://norcca.scrol.net/species/chrysochromulina-sp	Prymnesiophyceae	Marine	Chrysochromulina sp.
UIO 054	https://norcca.scrol.net/strain/uio-054	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesiophyceae		Prymnesium parvum
UIO 056	https://norcca.scrol.net/strain/uio-056	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesiophyceae		Prymnesium parvum
UIO 061	https://norcca.scrol.net/strain/uio-061	https://norcca.scrol.net/species/emiliania-huxleyi	Prymnesiophyceae		Emiliania huxleyi
UIO 063	https://norcca.scrol.net/strain/uio-063	https://norcca.scrol.net/species/brachiomonas-submarina	Chlorophyceae		Brachiomonas submarina
UIO 067	https://norcca.scrol.net/strain/uio-067	https://norcca.scrol.net/species/tetraselmis-sp	Chlorodendrophyceae		Tetraselmis sp.
UIO 069	https://norcca.scrol.net/strain/uio-069	https://norcca.scrol.net/species/tetraselmis-wettsteinii	Chlorodendrophyceae		Tetraselmis wettsteinii
UIO 070	https://norcca.scrol.net/strain/uio-070	https://norcca.scrol.net/species/prasinocladus-sp	Chlorodendrophyceae		Prasinocladus sp.
UIO 081	https://norcca.scrol.net/strain/uio-081	https://norcca.scrol.net/species/amphidinium-carterae	Dinophyceae		Amphidinium carterae
UIO 085	https://norcca.scrol.net/strain/uio-085	https://norcca.scrol.net/species/prorocentrum-cordatum	Dinophyceae		Prorocentrum cordatum
UIO 086	https://norcca.scrol.net/strain/uio-086	https://norcca.scrol.net/species/prorocentrum-cordatum	Dinophyceae	Marine	Prorocentrum cordatum
UIO 090	https://norcca.scrol.net/strain/uio-090	https://norcca.scrol.net/species/diacronema-lutheri	Pavlovophyceae		Diacronema lutheri
UIO 093	https://norcca.scrol.net/strain/uio-093	https://norcca.scrol.net/species/isochrysis-galbana	Prymnesiophyceae		Isochrysis galbana
UIO 094	https://norcca.scrol.net/strain/uio-094	https://norcca.scrol.net/species/chrysotila-pseudoroscoffensis	Prymnesiophyceae		Chrysotila pseudoroscoffensis
UIO 095	https://norcca.scrol.net/strain/uio-095	https://norcca.scrol.net/species/chrysotila-carterae	Prymnesiophyceae		Chrysotila carterae
UIO 133	https://norcca.scrol.net/strain/uio-133	https://norcca.scrol.net/species/prymnesium-palpebrale	Prymnesiophyceae		Prymnesium palpebrale
UIO 134	https://norcca.scrol.net/strain/uio-134	https://norcca.scrol.net/species/haptolina-hirta			Haptolina hirta
UIO 135	https://norcca.scrol.net/strain/uio-135	https://norcca.scrol.net/species/chrysochromulina-throndsenii	Prymnesiophyceae		Chrysochromulina throndsenii
UIO 138	https://norcca.scrol.net/strain/uio-138	https://norcca.scrol.net/species/dicrateria-rotunda	Prymnesiophyceae		Dicrateria rotunda
UIO 139	https://norcca.scrol.net/strain/uio-139	https://norcca.scrol.net/species/emiliania-huxleyi	Prymnesiophyceae		Emiliania huxleyi
UIO 140	https://norcca.scrol.net/strain/uio-140	https://norcca.scrol.net/species/isochrysis-galbana	Prymnesiophyceae		Isochrysis galbana
UIO 141	https://norcca.scrol.net/strain/uio-141	https://norcca.scrol.net/species/pavlova-gyrans	Pavlovophyceae		Pavlova gyrans
UIO 202	https://norcca.scrol.net/strain/uio-202	https://norcca.scrol.net/species/heterosigma-akashiwo	Raphidophyceae	Marine	Heterosigma akashiwo
UIO 222	https://norcca.scrol.net/strain/uio-222	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesiophyceae	Brackish	Prymnesium parvum
UIO 223	https://norcca.scrol.net/strain/uio-223	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesiophyceae		Prymnesium parvum
UIO 224	https://norcca.scrol.net/strain/uio-224	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesiophyceae		Prymnesium parvum
UIO 226	https://norcca.scrol.net/strain/uio-226	https://norcca.scrol.net/species/dunaliella-tertiolecta	Chlorophyceae	Marine	Dunaliella tertiolecta
UIO 230	https://norcca.scrol.net/strain/uio-230	https://norcca.scrol.net/species/protoceratium-reticulatum	Dinophyceae	Marine	Protoceratium reticulatum
UIO 231	https://norcca.scrol.net/strain/uio-231	https://norcca.scrol.net/species/protoceratium-reticulatum	Dinophyceae	Marine	Protoceratium reticulatum
UIO 257	https://norcca.scrol.net/strain/uio-257	https://norcca.scrol.net/species/cryptophyceae	Cryptophyceae		Cryptophyceae
UIO 258	https://norcca.scrol.net/strain/uio-258	https://norcca.scrol.net/species/cryptophyceae	Cryptophyceae	Marine	Cryptophyceae
UIO 265	https://norcca.scrol.net/strain/uio-265	https://norcca.scrol.net/species/emiliania-huxleyi	Prymnesiophyceae	Marine	Emiliania huxleyi
UIO 278	https://norcca.scrol.net/strain/uio-278	https://norcca.scrol.net/species/unident-chlorophyte-sp	Chlorophyta_X	Marine	Unident. chlorophyte sp.
UIO 306	https://norcca.scrol.net/strain/uio-306	https://norcca.scrol.net/species/pelagodinium-bei	Dinophyceae		Pelagodinium bei
UIO 309	https://norcca.scrol.net/strain/uio-309	https://norcca.scrol.net/species/calyptrosphaera-sp	Prymnesiophyceae		Calyptrosphaera sp.
UIO 368	https://norcca.scrol.net/strain/uio-368	https://norcca.scrol.net/species/micromonas-sp	Mamiellophyceae		Micromonas sp.
UIO 369	https://norcca.scrol.net/strain/uio-369	https://norcca.scrol.net/species/attheya-sp	Mediophyceae		Attheya sp.
UIO 370	https://norcca.scrol.net/strain/uio-370	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae		Thalassiosira sp.
UIO 371	https://norcca.scrol.net/strain/uio-371	https://norcca.scrol.net/species/emiliania-huxleyi	Prymnesiophyceae		Emiliania huxleyi
UIO 372	https://norcca.scrol.net/strain/uio-372	https://norcca.scrol.net/species/emiliania-huxleyi	Prymnesiophyceae		Emiliania huxleyi
UIO 373	https://norcca.scrol.net/strain/uio-373	https://norcca.scrol.net/species/emiliania-huxleyi	Prymnesiophyceae		Emiliania huxleyi
UIO 396	https://norcca.scrol.net/strain/uio-396	https://norcca.scrol.net/species/diacronema-lutheri	Pavlovophyceae	Marine	Diacronema lutheri
UIO 397	https://norcca.scrol.net/strain/uio-397	https://norcca.scrol.net/species/ruttnera-lamellosa	Haptophyta incertae sedis	Marine	Ruttnera lamellosa
UIO 401	https://norcca.scrol.net/strain/uio-401	https://norcca.scrol.net/species/skeletonema-japonicum	Mediophyceae	Marine plankton	Skeletonema japonicum
UIO 402	https://norcca.scrol.net/strain/uio-402	https://norcca.scrol.net/species/unidentified-picoflagellate		Marine plankton	unidentified picoflagellate
UIO 403	https://norcca.scrol.net/strain/uio-403	https://norcca.scrol.net/species/skeletonema-sp	Mediophyceae	Marine plankton	Skeletonema sp.
UIO 404	https://norcca.scrol.net/strain/uio-404	https://norcca.scrol.net/species/skeletonema-sp	Mediophyceae	Marine plankton	Skeletonema sp.
UIO 405	https://norcca.scrol.net/strain/uio-405	https://norcca.scrol.net/species/detonula-sp	Bacillariophyceae	Marine plankton	Detonula sp.
UIO 406	https://norcca.scrol.net/strain/uio-406	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 407	https://norcca.scrol.net/strain/uio-407	https://norcca.scrol.net/species/chaetoceros-neogracilis	Mediophyceae	Marine plankton	Chaetoceros neogracilis
UIO 409	https://norcca.scrol.net/strain/uio-409	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 410	https://norcca.scrol.net/strain/uio-410	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 411	https://norcca.scrol.net/strain/uio-411	https://norcca.scrol.net/species/corethron-sp	Bacillariophyceae	Marine plankton	Corethron sp.
UIO 412	https://norcca.scrol.net/strain/uio-412	https://norcca.scrol.net/species/halosphaera-sp	Pyramimonadophyceae	Marine plankton	Halosphaera sp.
UIO 413	https://norcca.scrol.net/strain/uio-413	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae	Marine plankton	Thalassiosira sp.
UIO 414	https://norcca.scrol.net/strain/uio-414	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae	Marine plankton	Thalassiosira sp.
UIO 416	https://norcca.scrol.net/strain/uio-416	https://norcca.scrol.net/species/skeletonema-sp	Mediophyceae	Marine plankton	Skeletonema sp.
UIO 417	https://norcca.scrol.net/strain/uio-417	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae	Marine plankton	Thalassiosira sp.
UIO 418	https://norcca.scrol.net/strain/uio-418	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae	Marine plankton	Thalassiosira sp.
UIO 419	https://norcca.scrol.net/strain/uio-419	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 420	https://norcca.scrol.net/strain/uio-420	https://norcca.scrol.net/species/chaetoceros-cf-neogracilis	Mediophyceae	Marine plankton	Chaetoceros cf. neogracilis
UIO 421	https://norcca.scrol.net/strain/uio-421	https://norcca.scrol.net/species/chaetoceros-cf-debilis	Mediophyceae	Marine plankton	Chaetoceros cf. debilis
UIO 422	https://norcca.scrol.net/strain/uio-422	https://norcca.scrol.net/species/chaetoceros-cf-neogracilis	Mediophyceae	Marine plankton	Chaetoceros cf. neogracilis
UIO 423	https://norcca.scrol.net/strain/uio-423	https://norcca.scrol.net/species/chaetoceros-cf-brevis	Mediophyceae	Marine plankton	Chaetoceros cf. brevis
UIO 424	https://norcca.scrol.net/strain/uio-424	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 425	https://norcca.scrol.net/strain/uio-425	https://norcca.scrol.net/species/nitzschia-longissima-cylindrotheca-closterium		Marine plankton	Nitzschia longissima / Cylindrotheca closterium
UIO 426	https://norcca.scrol.net/strain/uio-426	https://norcca.scrol.net/species/cf-stephanopyxis-sp	Bacillariophyceae	Marine plankton	cf. Stephanopyxis sp.
UIO 427	https://norcca.scrol.net/strain/uio-427	https://norcca.scrol.net/species/chaetoceros-socialis	Mediophyceae	Marine plankton	Chaetoceros socialis
UIO 428	https://norcca.scrol.net/strain/uio-428	https://norcca.scrol.net/species/pseudo-nitzschia-delicatissima-group	Bacillariophyceae	Marine plankton	Pseudo-nitzschia delicatissima-group
UIO 429	https://norcca.scrol.net/strain/uio-429	https://norcca.scrol.net/species/chaetoceros-cf-brevis	Mediophyceae	Marine plankton	Chaetoceros cf. brevis
UIO 430	https://norcca.scrol.net/strain/uio-430	https://norcca.scrol.net/species/pseudo-nitzschia-delicatissima-group	Bacillariophyceae	Marine plankton	Pseudo-nitzschia delicatissima-group
UIO 431	https://norcca.scrol.net/strain/uio-431	https://norcca.scrol.net/species/skeletonema-sp	Mediophyceae	Marine plankton	Skeletonema sp.
UIO 432	https://norcca.scrol.net/strain/uio-432	https://norcca.scrol.net/species/cf-fragilariopsis-pseudonana	Bacillariophyceae	Marine plankton	cf. Fragilariopsis pseudonana
UIO 433	https://norcca.scrol.net/strain/uio-433	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 437	https://norcca.scrol.net/strain/uio-437	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 438	https://norcca.scrol.net/strain/uio-438	https://norcca.scrol.net/species/shionodiscus-bioculatus	Mediophyceae	Marine plankton	Shionodiscus bioculatus
UIO 439	https://norcca.scrol.net/strain/uio-439	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 440	https://norcca.scrol.net/strain/uio-440	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 441	https://norcca.scrol.net/strain/uio-441	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 442	https://norcca.scrol.net/strain/uio-442	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 443	https://norcca.scrol.net/strain/uio-443	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 444	https://norcca.scrol.net/strain/uio-444	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 445	https://norcca.scrol.net/strain/uio-445	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 446	https://norcca.scrol.net/strain/uio-446	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 449	https://norcca.scrol.net/strain/uio-449	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 450	https://norcca.scrol.net/strain/uio-450	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 451	https://norcca.scrol.net/strain/uio-451	https://norcca.scrol.net/species/pseudo-nitzschia-cf-turgidula	Bacillariophyceae	Marine plankton	Pseudo-nitzschia cf. turgidula
UIO 452	https://norcca.scrol.net/strain/uio-452	https://norcca.scrol.net/species/skeletonema-marinoi	Mediophyceae	Marine plankton	Skeletonema marinoi
UIO 455	https://norcca.scrol.net/strain/uio-455	https://norcca.scrol.net/species/skeletonema-marinoi	Mediophyceae	Marine plankton	Skeletonema marinoi
UIO 456	https://norcca.scrol.net/strain/uio-456	https://norcca.scrol.net/species/arcocellulus-cornucervis	Mediophyceae	Marine plankton	Arcocellulus cornucervis
UIO 457	https://norcca.scrol.net/strain/uio-457	https://norcca.scrol.net/species/emiliania-huxleyi	Prymnesiophyceae	Marine plankton	Emiliania huxleyi
UIO 458	https://norcca.scrol.net/strain/uio-458	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae	Marine plankton	Thalassiosira sp.
UIO 460	https://norcca.scrol.net/strain/uio-460	https://norcca.scrol.net/species/pseudo-nitzschia-cf-turgidula	Bacillariophyceae	Marine plankton	Pseudo-nitzschia cf. turgidula
UIO 461	https://norcca.scrol.net/strain/uio-461	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae	Marine plankton	Thalassiosira sp.
UIO 462	https://norcca.scrol.net/strain/uio-462	https://norcca.scrol.net/species/pelagococcus-subviridis	Pelagophyceae	Marine plankton	Pelagococcus subviridis
UIO 463	https://norcca.scrol.net/strain/uio-463	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae	Marine plankton	Thalassiosira sp.
UIO 464	https://norcca.scrol.net/strain/uio-464	https://norcca.scrol.net/species/biecheleria-cincta	Dinophyceae	Marine plankton	Biecheleria cincta
UIO 465	https://norcca.scrol.net/strain/uio-465	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae	Marine plankton	Thalassiosira sp.
UIO 466	https://norcca.scrol.net/strain/uio-466	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 467	https://norcca.scrol.net/strain/uio-467	https://norcca.scrol.net/species/attheya-longicornis	Mediophyceae	Marine plankton	Attheya longicornis
UIO 468	https://norcca.scrol.net/strain/uio-468	https://norcca.scrol.net/species/attheya-longicornis	Mediophyceae	Marine plankton	Attheya longicornis
UIO 469	https://norcca.scrol.net/strain/uio-469	https://norcca.scrol.net/species/cylindrotheca-closterium	Bacillariophyceae	Marine plankton	Cylindrotheca closterium
UIO 470	https://norcca.scrol.net/strain/uio-470	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae	Marine plankton	Thalassiosira sp.
UIO 471	https://norcca.scrol.net/strain/uio-471	https://norcca.scrol.net/species/arcocellulus-cornucervis	Mediophyceae	Marine plankton	Arcocellulus cornucervis
UIO 472	https://norcca.scrol.net/strain/uio-472	https://norcca.scrol.net/species/skeletonema-sp	Mediophyceae	Marine plankton	Skeletonema sp.
UIO 473	https://norcca.scrol.net/strain/uio-473	https://norcca.scrol.net/species/chaetoceros-neogracilis	Mediophyceae	Marine plankton	Chaetoceros neogracilis
UIO 474	https://norcca.scrol.net/strain/uio-474	https://norcca.scrol.net/species/dicrateria-rotunda	Prymnesiophyceae	Marine plankton	Dicrateria rotunda
UIO 475	https://norcca.scrol.net/strain/uio-475	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 476	https://norcca.scrol.net/strain/uio-476	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 477	https://norcca.scrol.net/strain/uio-477	https://norcca.scrol.net/species/thalassiosira-gravida	Mediophyceae	Marine plankton	Thalassiosira gravida
UIO 478	https://norcca.scrol.net/strain/uio-478	https://norcca.scrol.net/species/thalassiosira-gravida	Mediophyceae	Marine plankton	Thalassiosira gravida
UIO 479	https://norcca.scrol.net/strain/uio-479	https://norcca.scrol.net/species/chaetoceros-gelidus	Mediophyceae	Marine plankton	Chaetoceros gelidus
UIO 480	https://norcca.scrol.net/strain/uio-480	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 481	https://norcca.scrol.net/strain/uio-481	https://norcca.scrol.net/species/chaetoceros-gelidus	Mediophyceae	Marine plankton	Chaetoceros gelidus
UIO 482	https://norcca.scrol.net/strain/uio-482	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 483	https://norcca.scrol.net/strain/uio-483	https://norcca.scrol.net/species/thalassiosira-gravida	Mediophyceae	Marine plankton	Thalassiosira gravida
UIO 485	https://norcca.scrol.net/strain/uio-485	https://norcca.scrol.net/species/thalassiosira-nordenskioeldii	Mediophyceae	Marine plankton	Thalassiosira nordenskioeldii
UIO 486	https://norcca.scrol.net/strain/uio-486	https://norcca.scrol.net/species/eucampia-groenlandica	Mediophyceae	Marine plankton	Eucampia groenlandica
UIO 488	https://norcca.scrol.net/strain/uio-488	https://norcca.scrol.net/species/chaetoceros-diadema	Mediophyceae	Marine plankton	Chaetoceros diadema
UIO 489	https://norcca.scrol.net/strain/uio-489	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 510	https://norcca.scrol.net/strain/uio-510	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
UIO 511	https://norcca.scrol.net/strain/uio-511	https://norcca.scrol.net/species/rhodomonas-sp	Cryptophyceae	Marine plankton	Rhodomonas sp.
UIO 512	https://norcca.scrol.net/strain/uio-512	https://norcca.scrol.net/species/rhodomonas-sp	Cryptophyceae	Marine plankton	Rhodomonas sp.
UIO 514	https://norcca.scrol.net/strain/uio-514	https://norcca.scrol.net/species/thalassiosira-sp	Mediophyceae	Marine plankton	Thalassiosira sp.
UIO 518	https://norcca.scrol.net/strain/uio-518	https://norcca.scrol.net/species/pelagococcus-subviridis	Pelagophyceae	Marine plankton	Pelagococcus subviridis
UIO 520	https://norcca.scrol.net/strain/uio-520	https://norcca.scrol.net/species/pelagococcus-subviridis	Pelagophyceae	Marine plankton	Pelagococcus subviridis
UIO 523	https://norcca.scrol.net/strain/uio-523	https://norcca.scrol.net/species/micromonas-pusilla	Mamiellophyceae	Marine plankton	Micromonas pusilla
UIO 524	https://norcca.scrol.net/strain/uio-524	https://norcca.scrol.net/species/micromonas-pusilla	Mamiellophyceae	Marine plankton	Micromonas pusilla
UIO 525	https://norcca.scrol.net/strain/uio-525	https://norcca.scrol.net/species/pyramimonas-sp	Pyramimonadophyceae	Marine plankton	Pyramimonas sp.
UIO 526	https://norcca.scrol.net/strain/uio-526	https://norcca.scrol.net/species/micromonas-pusilla	Mamiellophyceae	Marine plankton	Micromonas pusilla
UIO 528	https://norcca.scrol.net/strain/uio-528	https://norcca.scrol.net/species/chaetoceros-sp	Mediophyceae	Marine plankton	Chaetoceros sp.
