Strain name	Species	Division	Class	Habitat	Strain Link	Species Link
UIO 230	Protoceratium reticulatum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/uio-230	https://norcca.scrol.net/species/protoceratium-reticulatum
UIO 231	Protoceratium reticulatum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/uio-231	https://norcca.scrol.net/species/protoceratium-reticulatum
UIO 257	Cryptophyceae	Cryptophyta	Cryptophyceae		https://norcca.scrol.net/strain/uio-257	https://norcca.scrol.net/species/cryptophyceae
UIO 258	Cryptophyceae	Cryptophyta	Cryptophyceae	Marine	https://norcca.scrol.net/strain/uio-258	https://norcca.scrol.net/species/cryptophyceae
UIO 265	Emiliania huxleyi	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/uio-265	https://norcca.scrol.net/species/emiliania-huxleyi
UIO 278	Unident. chlorophyte sp.	Chlorophyta	Chlorophyta_X	Marine	https://norcca.scrol.net/strain/uio-278	https://norcca.scrol.net/species/unident-chlorophyte-sp
UIO 306	Pelagodinium bei	Myzozoa	Dinophyceae		https://norcca.scrol.net/strain/uio-306	https://norcca.scrol.net/species/pelagodinium-bei
UIO 309	Calyptrosphaera sp.	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-309	https://norcca.scrol.net/species/calyptrosphaera-sp
UIO 368	Micromonas sp.	Chlorophyta	Mamiellophyceae		https://norcca.scrol.net/strain/uio-368	https://norcca.scrol.net/species/micromonas-sp
UIO 369	Attheya sp.	Bacillariophyta	Mediophyceae		https://norcca.scrol.net/strain/uio-369	https://norcca.scrol.net/species/attheya-sp
UIO 370	Thalassiosira sp.	Bacillariophyta	Mediophyceae		https://norcca.scrol.net/strain/uio-370	https://norcca.scrol.net/species/thalassiosira-sp
UIO 371	Emiliania huxleyi	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-371	https://norcca.scrol.net/species/emiliania-huxleyi
UIO 372	Emiliania huxleyi	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-372	https://norcca.scrol.net/species/emiliania-huxleyi
UIO 373	Emiliania huxleyi	Haptophyta	Prymnesiophyceae		https://norcca.scrol.net/strain/uio-373	https://norcca.scrol.net/species/emiliania-huxleyi
UIO 396	Diacronema lutheri	Haptophyta	Pavlovophyceae	Marine	https://norcca.scrol.net/strain/uio-396	https://norcca.scrol.net/species/diacronema-lutheri
UIO 397	Ruttnera lamellosa	Haptophyta	Haptophyta incertae sedis	Marine	https://norcca.scrol.net/strain/uio-397	https://norcca.scrol.net/species/ruttnera-lamellosa
UIO 401	Skeletonema japonicum	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-401	https://norcca.scrol.net/species/skeletonema-japonicum
UIO 402	unidentified picoflagellate			Marine plankton	https://norcca.scrol.net/strain/uio-402	https://norcca.scrol.net/species/unidentified-picoflagellate
UIO 403	Skeletonema sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-403	https://norcca.scrol.net/species/skeletonema-sp
UIO 404	Skeletonema sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-404	https://norcca.scrol.net/species/skeletonema-sp
UIO 405	Detonula sp.	Ochrophyta	Bacillariophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-405	https://norcca.scrol.net/species/detonula-sp
UIO 406	Chaetoceros sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-406	https://norcca.scrol.net/species/chaetoceros-sp
UIO 407	Chaetoceros neogracilis	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-407	https://norcca.scrol.net/species/chaetoceros-neogracilis
UIO 409	Chaetoceros sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-409	https://norcca.scrol.net/species/chaetoceros-sp
UIO 410	Chaetoceros sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-410	https://norcca.scrol.net/species/chaetoceros-sp
UIO 411	Corethron sp.	Ochrophyta	Bacillariophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-411	https://norcca.scrol.net/species/corethron-sp
UIO 412	Halosphaera sp.	Chlorophyta	Pyramimonadophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-412	https://norcca.scrol.net/species/halosphaera-sp
UIO 413	Thalassiosira sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-413	https://norcca.scrol.net/species/thalassiosira-sp
UIO 414	Thalassiosira sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-414	https://norcca.scrol.net/species/thalassiosira-sp
UIO 416	Skeletonema sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-416	https://norcca.scrol.net/species/skeletonema-sp
UIO 417	Thalassiosira sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-417	https://norcca.scrol.net/species/thalassiosira-sp
UIO 418	Thalassiosira sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-418	https://norcca.scrol.net/species/thalassiosira-sp
UIO 419	Chaetoceros sp.	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-419	https://norcca.scrol.net/species/chaetoceros-sp
UIO 420	Chaetoceros cf. neogracilis	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-420	https://norcca.scrol.net/species/chaetoceros-cf-neogracilis
UIO 421	Chaetoceros cf. debilis	Bacillariophyta	Mediophyceae	Marine plankton	https://norcca.scrol.net/strain/uio-421	https://norcca.scrol.net/species/chaetoceros-cf-debilis
