AphiaID	ScientificName	Authority	AphiaID_accepted	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	taxonRank	Genus	Subgenus	Species	Subspecies	taxonomicStatus	Unacceptreason	LSID
233761	Fibrocapsa japonica	S.Toriumi & H.Takano, 1973	233761	Fibrocapsa japonica	S.Toriumi & H.Takano, 1973	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Species	Fibrocapsa		japonica		accepted		urn:lsid:marinespecies.org:taxname:233761
368683	Florenciellales	Eikrem, Edvardsen & Throndsen, 2007	368683	Florenciellales	Eikrem, Edvardsen & Throndsen, 2007	Chromista	Ochrophyta	Dictyochophyceae	Florenciellales		Order					accepted		urn:lsid:marinespecies.org:taxname:368683
368900	Florenciellales incertae sedis		368900	Florenciellales incertae sedis		Chromista	Ochrophyta	Dictyochophyceae	Florenciellales	Florenciellales incertae sedis	Family					temporary name		urn:lsid:marinespecies.org:taxname:368900
156946	Frustulia	L. Rabenhorst, 1853	156946	Frustulia	L. Rabenhorst, 1853	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Genus	Frustulia				accepted		urn:lsid:marinespecies.org:taxname:156946
163654	Frustulia coffeaeformis	C.Agardh, 1827	163654	Frustulia coffeaeformis	C.Agardh, 1827	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Species	Frustulia		coffeaeformis		unassessed		urn:lsid:marinespecies.org:taxname:163654
843036	Fukuyoa	Gomez, Qiu, Lopes & Lin, 2015	843036	Fukuyoa	Gomez, Qiu, Lopes & Lin, 2015	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Genus	Fukuyoa				accepted		urn:lsid:marinespecies.org:taxname:843036
1359643	Fukuyoa paulensis	F.Gómez, D.X.Qiu, R.M.Lopes & Senjie Lin, 2015	1359643	Fukuyoa paulensis	F.Gómez, D.X.Qiu, R.M.Lopes & Senjie Lin, 2015	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Species	Fukuyoa		paulensis		accepted		urn:lsid:marinespecies.org:taxname:1359643
1311307	Fukuyoa ruetzleri	(M.A.Faust, Litaker, Vandersea, Kibler, W.C.Holland & P.A.Tester) F.Gómez, D.X.Qiu, R.M.Lopes & Senjie Lin, 2005	1311307	Fukuyoa ruetzleri	(M.A.Faust, Litaker, Vandersea, Kibler, W.C.Holland & P.A.Tester) F.Gómez, D.X.Qiu, R.M.Lopes & Senjie Lin, 2005	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Species	Fukuyoa		ruetzleri		accepted		urn:lsid:marinespecies.org:taxname:1311307
843037	Fukuyoa yasumotoi	(M.J.Holmes) F.Gómez, D.X.Qiu, R.M.Lopes & Senjie Lin, 2015	843037	Fukuyoa yasumotoi	(M.J.Holmes) F.Gómez, D.X.Qiu, R.M.Lopes & Senjie Lin, 2015	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Species	Fukuyoa		yasumotoi		accepted		urn:lsid:marinespecies.org:taxname:843037
1734610	Gambierdiscoideae	Fensome, F.J.R.Taylor, G.Norris, Sarjeant, Wharton & G.L.William 1993	1734610	Gambierdiscoideae	Fensome, F.J.R.Taylor, G.Norris, Sarjeant, Wharton & G.L.William 1993	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Subfamily					accepted		urn:lsid:marinespecies.org:taxname:1734610
231798	Gambierdiscus	R.Adachi & Y.Fukuyo, 1979	231798	Gambierdiscus	R.Adachi & Y.Fukuyo, 1979	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Genus	Gambierdiscus				accepted		urn:lsid:marinespecies.org:taxname:231798
233377	Gambierdiscus australes	Chinain & M.A.Faust, 1999	233377	Gambierdiscus australes	Chinain & M.A.Faust, 1999	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		australes		accepted		urn:lsid:marinespecies.org:taxname:233377
887213	Gambierdiscus balechii	S.Fraga, F.Rodríguez & I.Bravo, 2016	887213	Gambierdiscus balechii	S.Fraga, F.Rodríguez & I.Bravo, 2016	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		balechii		accepted		urn:lsid:marinespecies.org:taxname:887213
233378	Gambierdiscus belizeanus	M.A.Faust, 1995	233378	Gambierdiscus belizeanus	M.A.Faust, 1995	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		belizeanus		accepted		urn:lsid:marinespecies.org:taxname:233378
623628	Gambierdiscus caribaeus	Vandersea, Litaker, M.A.Faust, Kibler, W.C.Holland & P.A.Tester, 2009	623628	Gambierdiscus caribaeus	Vandersea, Litaker, M.A.Faust, Kibler, W.C.Holland & P.A.Tester, 2009	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		caribaeus		accepted		urn:lsid:marinespecies.org:taxname:623628
623629	Gambierdiscus carolinianus	Litaker, Vandersea, M.A.Faust, Kibler, W.C.Holland & P.A.Tester, 2009	623629	Gambierdiscus carolinianus	Litaker, Vandersea, M.A.Faust, Kibler, W.C.Holland & P.A.Tester, 2009	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		carolinianus		accepted		urn:lsid:marinespecies.org:taxname:623629
623630	Gambierdiscus carpenteri	Kibler, Litaker, M.A.Faust, W.C.Holland, Vandersea & P.A.Tester, 2009	623630	Gambierdiscus carpenteri	Kibler, Litaker, M.A.Faust, W.C.Holland, Vandersea & P.A.Tester, 2009	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		carpenteri		accepted		urn:lsid:marinespecies.org:taxname:623630
889873	Gambierdiscus cheloniae	K.F.Smith, L.Rhodes & S.A.Murray, 2016	889873	Gambierdiscus cheloniae	K.F.Smith, L.Rhodes & S.A.Murray, 2016	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		cheloniae		accepted		urn:lsid:marinespecies.org:taxname:889873
579358	Gambierdiscus excentricus	S.Fraga, 2011	579358	Gambierdiscus excentricus	S.Fraga, 2011	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		excentricus		accepted		urn:lsid:marinespecies.org:taxname:579358
1667468	Gambierdiscus holmesii	Kretzschmar, Larsson, Hoppenrath, Doblin & S. A. Murray, 2019	1667468	Gambierdiscus holmesii	Kretzschmar, Larsson, Hoppenrath, Doblin & S. A. Murray, 2019	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		holmesii		accepted		urn:lsid:marinespecies.org:taxname:1667468
1023404	Gambierdiscus honu	L.Rhodes, K.F.Smith & S.A.Murray, 2017	1023404	Gambierdiscus honu	L.Rhodes, K.F.Smith & S.A.Murray, 2017	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		honu		accepted		urn:lsid:marinespecies.org:taxname:1023404
1006536	Gambierdiscus lapillus	Kretzschmar, Hoppenrath & S.A.Murray, 2017	1006536	Gambierdiscus lapillus	Kretzschmar, Hoppenrath & S.A.Murray, 2017	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		lapillus		accepted		urn:lsid:marinespecies.org:taxname:1006536
1667466	Gambierdiscus lewisii	Larsson, Kretzschmar, Hoppenrath, Doblin & Sh. A. Murray, 2019	1667466	Gambierdiscus lewisii	Larsson, Kretzschmar, Hoppenrath, Doblin & Sh. A. Murray, 2019	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		lewisii		accepted		urn:lsid:marinespecies.org:taxname:1667466
233380	Gambierdiscus pacificus	Chinain & M.A.Faust, 1999	233380	Gambierdiscus pacificus	Chinain & M.A.Faust, 1999	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		pacificus		accepted		urn:lsid:marinespecies.org:taxname:233380
233381	Gambierdiscus polynesiensis	M.Chinain & M.Faust, 1999	233381	Gambierdiscus polynesiensis	M.Chinain & M.Faust, 1999	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		polynesiensis		accepted		urn:lsid:marinespecies.org:taxname:233381
623631	Gambierdiscus ruetzleri	Faust, Litaker, Vandersea, Kibler, Holland & Tester, 2009	1311307	Fukuyoa ruetzleri	(M.A.Faust, Litaker, Vandersea, Kibler, W.C.Holland & P.A.Tester) F.Gómez, D.X.Qiu, R.M.Lopes & Senjie Lin, 2005	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		ruetzleri		unaccepted		urn:lsid:marinespecies.org:taxname:623631
833060	Gambierdiscus scabrosus	T.Nishimura, Shinya Sato & M.Adachi, 2014	833060	Gambierdiscus scabrosus	T.Nishimura, Shinya Sato & M.Adachi, 2014	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		scabrosus		accepted		urn:lsid:marinespecies.org:taxname:833060
833053	Gambierdiscus silvae	S.Fraga & F.Rodríguez, 2014	833053	Gambierdiscus silvae	S.Fraga & F.Rodríguez, 2014	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		silvae		accepted		urn:lsid:marinespecies.org:taxname:833053
233382	Gambierdiscus toxicus	R.Adachi & Y.Fukuyo, 1979	233382	Gambierdiscus toxicus	R.Adachi & Y.Fukuyo, 1979	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Species	Gambierdiscus		toxicus		accepted		urn:lsid:marinespecies.org:taxname:233382
366598	Geitlerinema	(Anagnostidis & Komárek) Anagnostidis, 1989	366598	Geitlerinema	(Anagnostidis & Komárek) Anagnostidis, 1989	Bacteria	Cyanobacteria	Cyanophyceae	Geitlerinematales	Geitlerinemataceae	Genus	Geitlerinema				accepted		urn:lsid:marinespecies.org:taxname:366598
366599	Geitlerinema amphibium	(Gomont) Anagnostidis, 1989	1313613	Anagnostidinema amphibium	(C.Agardh ex Gomont) Strunecký, Bohunická, J.R.Johansen & J.Komárek, 2017	Bacteria	Cyanobacteria	Cyanophyceae	Geitlerinematales	Geitlerinemataceae	Species	Geitlerinema		amphibium		unaccepted		urn:lsid:marinespecies.org:taxname:366599
612745	Geitlerinema carotinosum	(Geitler) Anagnostidis, 1989	612745	Geitlerinema carotinosum	(Geitler) Anagnostidis, 1989	Bacteria	Cyanobacteria	Cyanophyceae	Geitlerinematales	Geitlerinemataceae	Species	Geitlerinema		carotinosum		accepted		urn:lsid:marinespecies.org:taxname:612745
612752	Geitlerinema lemmermannii	(Woloszynska) Anagnostidis, 1989	1315543	Anagnostidinema lemmermannii	(Wołoszyńska) Strunecky, Bohunická, J.R.Johansen, Capková, Raabová, P.Dvořák & Komárek, 2017	Bacteria	Cyanobacteria	Cyanophyceae	Geitlerinematales	Geitlerinemataceae	Species	Geitlerinema		lemmermannii		unaccepted		urn:lsid:marinespecies.org:taxname:612752
577244	Geitlerinema splendidum	(Gomont) Anagnostidis, 1989	577244	Geitlerinema splendidum	(Gomont) Anagnostidis, 1989	Bacteria	Cyanobacteria	Cyanophyceae	Geitlerinematales	Geitlerinemataceae	Species	Geitlerinema		splendidum		accepted		urn:lsid:marinespecies.org:taxname:577244
1653532	Geitlerinemataceae	Strunecky & Mares, 2023	1653532	Geitlerinemataceae	Strunecky & Mares, 2023	Bacteria	Cyanobacteria	Cyanophyceae	Geitlerinematales	Geitlerinemataceae	Family					accepted		urn:lsid:marinespecies.org:taxname:1653532
1653510	Geitlerinematales	Strunecky & Mares, 2023	1653510	Geitlerinematales	Strunecky & Mares, 2023	Bacteria	Cyanobacteria	Cyanophyceae	Geitlerinematales		Order					accepted		urn:lsid:marinespecies.org:taxname:1653510
109469	Gessnerium	Halim ex Halim, 1967	109470	Alexandrium	Halim, 1960	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Genus	Gessnerium				unaccepted	synonym	urn:lsid:marinespecies.org:taxname:109469
246836	Gessnerium balechii	(Steidinger) A.R.Loeblich III & L.A.Loeblich, 1979	109708	Alexandrium balechii	(Steidinger) Balech, 1995	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gessnerium		balechii		unaccepted		urn:lsid:marinespecies.org:taxname:246836
731093	Gessnerium catenella	(Whedon & Kofoid) F.J.R.Taylor, 1979	231873	Alexandrium catenella	(Whedon & Kofoid) Balech, 1985	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gessnerium		catenella		unaccepted		urn:lsid:marinespecies.org:taxname:731093
246837	Gessnerium catenellum	(Loeblich III & Loeblich) Taylor, 1979	731093	Gessnerium catenella	(Whedon & Kofoid) F.J.R.Taylor, 1979	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gessnerium		catenellum		unaccepted		urn:lsid:marinespecies.org:taxname:246837
233455	Gessnerium mochimaense	Halim, 1967	231875	Alexandrium monilatum	(J.F.Howell) Balech, 1995	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gessnerium		mochimaense		unaccepted		urn:lsid:marinespecies.org:taxname:233455
109706	Gessnerium ostenfeldii	(Paulsen) Loeblich & Loeblich III, 1979	109712	Alexandrium ostenfeldii	(Paulsen) Balech & Tangen, 1985	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gessnerium		ostenfeldii		unaccepted	Synonym	urn:lsid:marinespecies.org:taxname:109706
246842	Gessnerium tamarensis	(Lebour) Loeblich III & L.Loeblich, 1979	109714	Alexandrium tamarense	(Lebour) Balech, 1995	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gessnerium		tamarensis		unaccepted		urn:lsid:marinespecies.org:taxname:246842
409629	Gloeotrichia	J.Agardh ex Bornet & Flahault, 1886	409629	Gloeotrichia	J.Agardh ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Genus	Gloeotrichia				accepted		urn:lsid:marinespecies.org:taxname:409629
409630	Gloeotrichia echinulata	P.G.Richter, 1894	409630	Gloeotrichia echinulata	P.G.Richter, 1894	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Gloeotrichia		echinulata		accepted		urn:lsid:marinespecies.org:taxname:409630
1311344	Gloeotrichiaceae	J.Komárek, J.Kastovsky, J.Mares & J.R.Johansen, 2014	1311344	Gloeotrichiaceae	J.Komárek, J.Kastovsky, J.Mares & J.R.Johansen, 2014	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Gloeotrichiaceae	Family					accepted		urn:lsid:marinespecies.org:taxname:1311344
599618	Gomphosphaeriaceae	Elenkin, 1933	599618	Gomphosphaeriaceae	Elenkin, 1933	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Family					accepted		urn:lsid:marinespecies.org:taxname:599618
146616	Gomphosphaerioideae		146616	Gomphosphaerioideae		Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Subfamily					accepted		urn:lsid:marinespecies.org:taxname:146616
246827	Goniaulax		109519	Gonyaulax	Diesing, 1866	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Genus	Goniaulax				unaccepted	lapsus calami	urn:lsid:marinespecies.org:taxname:246827
246841	Goniaulax ostenfeldii	(Paulsen) Paulsen, 1949	573699	Gonyaulax ostenfeldii	(Paulsen) Paulsen, 1949	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Species	Goniaulax		ostenfeldii		unaccepted	lapsus calami	urn:lsid:marinespecies.org:taxname:246841
109559	Goniodoma	Stein, 1883	109559	Goniodoma	Stein, 1883	Chromista	Myzozoa	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Genus	Goniodoma				accepted		urn:lsid:marinespecies.org:taxname:109559
110279	Goniodoma ostenfeldii	Paulsen, 1904	109712	Alexandrium ostenfeldii	(Paulsen) Balech & Tangen, 1985	Chromista	Myzozoa	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Species	Goniodoma		ostenfeldii		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:110279
233442	Goniodoma pseudogoniaulax	Biecheler, 1952	109713	Alexandrium pseudogonyaulax	(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992	Chromista	Myzozoa	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Species	Goniodoma		pseudogoniaulax		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:233442
109408	Goniodomataceae	Lindemann, 1928	109408	Goniodomataceae	Lindemann, 1928	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Goniodomataceae	Family					accepted		urn:lsid:marinespecies.org:taxname:109408
109428	Gonyaulacaceae	Lindemann, 1928	109428	Gonyaulacaceae	Lindemann, 1928	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Family					accepted		urn:lsid:marinespecies.org:taxname:109428
109391	Gonyaulacales	Taylor, 1980	109391	Gonyaulacales	Taylor, 1980	Chromista	Myzozoa	Dinophyceae	Gonyaulacales		Order					accepted		urn:lsid:marinespecies.org:taxname:109391
591157	Gonyaulacida		109391	Gonyaulacales	Taylor, 1980	Chromista	Myzozoa	Peridinea	Gonyaulacida		Order					unaccepted		urn:lsid:marinespecies.org:taxname:591157
591156	Gonyaulacoidia		591156	Gonyaulacoidia		Chromista	Myzozoa	Peridinea			Subclass					accepted		urn:lsid:marinespecies.org:taxname:591156
109519	Gonyaulax	Diesing, 1866	109519	Gonyaulax	Diesing, 1866	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Genus	Gonyaulax				accepted		urn:lsid:marinespecies.org:taxname:109519
233415	Gonyaulax balechii	Steidinger, 1971	109708	Alexandrium balechii	(Steidinger) Balech, 1995	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		balechii		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:233415
1661845	Gonyaulax bohaiensis	Gu, Mertens & Shin, 2022	1661845	Gonyaulax bohaiensis	Gu, Mertens & Shin, 2022	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		bohaiensis		accepted		urn:lsid:marinespecies.org:taxname:1661845
233417	Gonyaulax catenella	Whedon & Kofoid, 1936	231873	Alexandrium catenella	(Whedon & Kofoid) Balech, 1985	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		catenella		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:233417
110018	Gonyaulax excavata	(Braarud) Balech, 1971	231873	Alexandrium catenella	(Whedon & Kofoid) Balech, 1985	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		excavata		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:110018
110023	Gonyaulax grindleyi	Reinecke, 1967	110321	Protoceratium reticulatum	(Claparède & Lachmann) Bütschli, 1885	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		grindleyi		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:110023
233453	Gonyaulax monilata	J.F.Howell, 1953	231875	Alexandrium monilatum	(J.F.Howell) Balech, 1995	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		monilata		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:233453
573699	Gonyaulax ostenfeldii	(Paulsen) Paulsen, 1949	109712	Alexandrium ostenfeldii	(Paulsen) Balech & Tangen, 1985	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		ostenfeldii		unaccepted		urn:lsid:marinespecies.org:taxname:573699
233403	Gonyaulax schilleri	Matzenauer, 1933	233399	Pyrodinium bahamense var. compressum	(Böhm) Steidinger, Tester & F.J.R.Taylor, 1980	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		schilleri		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:233403
110041	Gonyaulax spinifera	(Claparède & Lachmann) Diesing, 1866	110041	Gonyaulax spinifera	(Claparède & Lachmann) Diesing, 1866	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		spinifera		accepted		urn:lsid:marinespecies.org:taxname:110041
110042	Gonyaulax tamarensis	Lebour, 1925	109714	Alexandrium tamarense	(Lebour) Balech, 1995	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		tamarensis		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:110042
233583	Gonyaulax taylorii	M.C.Carbonell-Moore, 1996	233583	Gonyaulax taylorii	M.C.Carbonell-Moore, 1996	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Species	Gonyaulax		taylorii		accepted		urn:lsid:marinespecies.org:taxname:233583
146536	Gracilicutes		146536	Gracilicutes		Bacteria					Subkingdom					accepted		urn:lsid:marinespecies.org:taxname:146536
109410	Gymnodiniaceae	Lankester, 1885	109410	Gymnodiniaceae	Lankester, 1885	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Family					accepted		urn:lsid:marinespecies.org:taxname:109410
109392	Gymnodiniales	Lemmermann, 1910	109392	Gymnodiniales	Lemmermann, 1910	Chromista	Myzozoa	Dinophyceae	Gymnodiniales		Order					accepted		urn:lsid:marinespecies.org:taxname:109392
591158	Gymnodiniida		109392	Gymnodiniales	Lemmermann, 1910	Chromista	Myzozoa	Peridinea	Gymnodiniida		Order					unaccepted		urn:lsid:marinespecies.org:taxname:591158
109475	Gymnodinium	F.Stein, 1878	109475	Gymnodinium	F.Stein, 1878	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Genus	Gymnodinium				accepted		urn:lsid:marinespecies.org:taxname:109475
162532	Gymnodinium breve	C.C.Davis, 1948	233015	Karenia brevis	(C.C.Davis) Gert Hansen & Moestrup, 2000	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gymnodinium		breve		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:162532
246853	Gymnodinium brevis	Davis, 1948	233015	Karenia brevis	(C.C.Davis) Gert Hansen & Moestrup, 2000	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gymnodinium		brevis		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:246853
233019	Gymnodinium brevisulcatum	F.H.Chang, 1999	233018	Karenia brevisulcata	(F.H.Chang) Gert Hansen & Moestrup, 2000	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gymnodinium		brevisulcatum		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:233019
109784	Gymnodinium catenatum	H.W.Graham, 1943	109784	Gymnodinium catenatum	H.W.Graham, 1943	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gymnodinium		catenatum		accepted		urn:lsid:marinespecies.org:taxname:109784
246869	Gymnodinium cladochromum	J. Larsen, 1996	233080	Takayama cladochroma	(J.Larsen) M.F.Salas, Bolch & Hallegraeff, 2003	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gymnodinium		cladochromum		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:246869
109796	Gymnodinium galatheanum	Braarud, 1957	233037	Karlodinium veneficum	(D.Ballantine) J.Larsen, 2000	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gymnodinium		galatheanum		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:109796
109812	Gymnodinium micrum	(B.Leadbeater & J.D.Dodge) Loeblich III, 1970	233037	Karlodinium veneficum	(D.Ballantine) J.Larsen, 2000	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gymnodinium		micrum		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:109812
109813	Gymnodinium mikimotoi	Miyake & Kominami ex Oda, 1935	233024	Karenia mikimotoi	(Miyake & Kominami ex Oda) Gert Hansen & Moestrup, 2000	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gymnodinium		mikimotoi		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:109813
246855	Gymnodinium nagasakiense	H.Takayama & M.Adachi, 1985	233024	Karenia mikimotoi	(Miyake & Kominami ex Oda) Gert Hansen & Moestrup, 2000	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gymnodinium		nagasakiense		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:246855
109836	Gymnodinium veneficum	D.Ballantine, 1956	233037	Karlodinium veneficum	(D.Ballantine) J.Larsen, 2000	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gymnodinium		veneficum		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:109836
109476	Gyrodinium	Kofoid & Swezy, 1921	109476	Gyrodinium	Kofoid & Swezy, 1921	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Genus	Gyrodinium				accepted		urn:lsid:marinespecies.org:taxname:109476
109848	Gyrodinium corsicum	Paulmier, Berland, Billard & Nezan, 1995	531343	Karlodinium corsicum	(Paulmier, Berland, Billard & Nezan) Siano & Zingone, 2009	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gyrodinium		corsicum		unaccepted		urn:lsid:marinespecies.org:taxname:109848
233035	Gyrodinium galatheanum	(Baarud) Taylor, 1992	233037	Karlodinium veneficum	(D.Ballantine) J.Larsen, 2000	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Gyrodinium		galatheanum		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:233035
582418	Hacrobia		582418	Hacrobia		Chromista					Subkingdom					accepted		urn:lsid:marinespecies.org:taxname:582418
369189	Haptista	Cavalier-Smith, 2004				Chromista					Infrakingdom					unaccepted	disused	urn:lsid:marinespecies.org:taxname:369189
146194	Haptomonada		369190	Haptophyta	D.J. Hibberd ex B. Edvardsen & W. Eikrem, 2000	Protozoa	Haptomonada				Phylum					unaccepted		urn:lsid:marinespecies.org:taxname:146194
369190	Haptophyta	D.J. Hibberd ex B. Edvardsen & W. Eikrem, 2000	369190	Haptophyta	D.J. Hibberd ex B. Edvardsen & W. Eikrem, 2000	Chromista	Haptophyta				Phylum					accepted		urn:lsid:marinespecies.org:taxname:369190
1731399	Haptophytina	Cavalier-Smith, 2015	1731399	Haptophytina	Cavalier-Smith, 2015	Chromista	Haptophyta				Subphylum					accepted		urn:lsid:marinespecies.org:taxname:1731399
582419	Harosa		582419	Harosa		Chromista					Subkingdom					accepted		urn:lsid:marinespecies.org:taxname:582419
246829	Hemieutreptia	Y.Hada, 1974	246829	Hemieutreptia	Y.Hada, 1974	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Genus	Hemieutreptia				accepted		urn:lsid:marinespecies.org:taxname:246829
