AphiaID	ScientificName	Authority	AphiaID_accepted	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	taxonRank	Genus	Subgenus	Species	Subspecies	taxonomicStatus	Unacceptreason	LSID
160582	Chattonellales	J.Throndsen, 1993	160582	Chattonellales	J.Throndsen, 1993	Chromista	Ochrophyta	Raphidophyceae	Chattonellales		Order					accepted		urn:lsid:marinespecies.org:taxname:160582
732333	Chlamydomonadales	F.E.Fritsch, 1927	732333	Chlamydomonadales	F.E.Fritsch, 1927	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales		Order					accepted		urn:lsid:marinespecies.org:taxname:732333
802	Chlorophyceae	Wille, 1884	802	Chlorophyceae	Wille, 1884	Plantae	Chlorophyta	Chlorophyceae			Class					accepted		urn:lsid:marinespecies.org:taxname:802
801	Chlorophyta	Pascher, 1914	801	Chlorophyta	Pascher, 1914	Plantae	Chlorophyta				Phylum (Division)					accepted		urn:lsid:marinespecies.org:taxname:801
1304953	Chlorophytina	Cavalier-Smith, 1998	1304953	Chlorophytina	Cavalier-Smith, 1998	Plantae	Chlorophyta				Subphylum (Subdivision)					accepted		urn:lsid:marinespecies.org:taxname:1304953
7	Chromista		7	Chromista		Chromista					Kingdom					accepted		urn:lsid:marinespecies.org:taxname:7
368660	Chromobiota					Chromista					Subkingdom					unaccepted	disused	urn:lsid:marinespecies.org:taxname:368660
146543	Chroococcales	R. von Wettstein von Westerheim, 2002	146543	Chroococcales	R. von Wettstein von Westerheim, 2002	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales		Order					accepted		urn:lsid:marinespecies.org:taxname:146543
115090	Chrysochromulina	Lackey, 1939	115090	Chrysochromulina	Lackey, 1939	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Genus	Chrysochromulina				accepted		urn:lsid:marinespecies.org:taxname:115090
246591	Chrysochromulina leadbeateri	Estep, Davis, Hargreaves & Sieburth, 1984	246591	Chrysochromulina leadbeateri	Estep, Davis, Hargreaves & Sieburth, 1984	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Species	Chrysochromulina		leadbeateri		accepted		urn:lsid:marinespecies.org:taxname:246591
115127	Chrysochromulina polylepis	Manton & Parke, 1962	670030	Prymnesium polylepis	(Manton & Parke) Edvardsen, Eikrem & Probert, 2011	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Species	Chrysochromulina		polylepis		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:115127
599689	Chrysochromulinaceae	Edvardsen, Eikrem & Medlin, 2011	599689	Chrysochromulinaceae	Edvardsen, Eikrem & Medlin, 2011	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Family					accepted		urn:lsid:marinespecies.org:taxname:599689
146192	Chrysomonada		370437	Heterokontophyta	Moestrup	Protozoa	Chrysomonada				Phylum					unaccepted		urn:lsid:marinespecies.org:taxname:146192
836525	Chrysosporum	E.Zapomelová, O.Skaácelová, P.Pumann, R.Kopp & E.Janecek, 2012	836525	Chrysosporum	E.Zapomelová, O.Skaácelová, P.Pumann, R.Kopp & E.Janecek, 2012	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nodulariaceae	Genus	Chrysosporum				accepted		urn:lsid:marinespecies.org:taxname:836525
837529	Chrysosporum bergii	(Ostenfeld) E.Zapomelová, O.Skácelová, P.Pumann, R.Kopp & E.Janecek, 2012	837529	Chrysosporum bergii	(Ostenfeld) E.Zapomelová, O.Skácelová, P.Pumann, R.Kopp & E.Janecek, 2012	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nodulariaceae	Species	Chrysosporum		bergii		accepted		urn:lsid:marinespecies.org:taxname:837529
837524	Chrysosporum ovalisporum	(Forti) E.Zapomelová, O.Skácelová, P.Pumann, R.Kopp & E.Janecek, 2012	837524	Chrysosporum ovalisporum	(Forti) E.Zapomelová, O.Skácelová, P.Pumann, R.Kopp & E.Janecek, 2012	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nodulariaceae	Species	Chrysosporum		ovalisporum		accepted		urn:lsid:marinespecies.org:taxname:837524
592906	Coccolithophyceae	Rothmaler, 1951	592906	Coccolithophyceae	Rothmaler, 1951	Chromista	Haptophyta	Coccolithophyceae			Class					accepted		urn:lsid:marinespecies.org:taxname:592906
109474	Cochlodinium	Schütt, 1896	109474	Cochlodinium	Schütt, 1896	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Genus	Cochlodinium				accepted		urn:lsid:marinespecies.org:taxname:109474
109769	Cochlodinium heterolobatum	E.S.Silva, 1967	990876	Margalefidinium polykrikoides	(Margalef) F.Gómez, Richlen & D.M.Anderson, 2017	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Cochlodinium		heterolobatum		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:109769
232650	Cochlodinium polykrikoides	Margalef, 1961	990876	Margalefidinium polykrikoides	(Margalef) F.Gómez, Richlen & D.M.Anderson, 2017	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Species	Cochlodinium		polykrikoides		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:232650
836365	Coleofasciculaceae	J.Komárek, J.Kastovsky, Mareš & J.R.Johansen, 2014	836365	Coleofasciculaceae	J.Komárek, J.Kastovsky, Mareš & J.R.Johansen, 2014	Bacteria	Cyanobacteria	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Family					accepted		urn:lsid:marinespecies.org:taxname:836365
1653506	Coleofasciculales	Strunecky & Mares, 2023	1653506	Coleofasciculales	Strunecky & Mares, 2023	Bacteria	Cyanobacteria	Cyanophyceae	Coleofasciculales		Order					accepted		urn:lsid:marinespecies.org:taxname:1653506
109534	Coolia	Meunier, 1919	109534	Coolia	Meunier, 1919	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Genus	Coolia				accepted		urn:lsid:marinespecies.org:taxname:109534
495568	Coolia canariensis	S.Fraga, 2008	495568	Coolia canariensis	S.Fraga, 2008	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Species	Coolia		canariensis		accepted		urn:lsid:marinespecies.org:taxname:495568
623763	Coolia malayensis	Leaw, P.-T.Lim & Usup, 2001	623763	Coolia malayensis	Leaw, P.-T.Lim & Usup, 2001	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Species	Coolia		malayensis		accepted		urn:lsid:marinespecies.org:taxname:623763
1369813	Coolia palmyrensis	Karafas, Tomas & York, 2015	1369813	Coolia palmyrensis	Karafas, Tomas & York, 2015	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Species	Coolia		palmyrensis		accepted		urn:lsid:marinespecies.org:taxname:1369813
233702	Coolia tropicalis	M.A.Faust, 1995	233702	Coolia tropicalis	M.A.Faust, 1995	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Species	Coolia		tropicalis		accepted		urn:lsid:marinespecies.org:taxname:233702
368661	Cryptista		17638	Cryptophyta	Cavalier-Smith, 1986	Chromista					Subkingdom					unaccepted		urn:lsid:marinespecies.org:taxname:368661
146220	Cryptomonada					Chromista	Cryptophyta				Subphylum					unaccepted	disused	urn:lsid:marinespecies.org:taxname:146220
17644	Cryptomonadaceae	Ehrenberg, 1831	17644	Cryptomonadaceae	Ehrenberg, 1831	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Family					accepted		urn:lsid:marinespecies.org:taxname:17644
17640	Cryptomonadales	Pringsheim, 1944	17640	Cryptomonadales	Pringsheim, 1944	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales		Order					accepted		urn:lsid:marinespecies.org:taxname:17640
106282	Cryptomonas	Ehrenberg, 1831	106282	Cryptomonas	Ehrenberg, 1831	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Genus	Cryptomonas				accepted		urn:lsid:marinespecies.org:taxname:106282
232406	Cryptomonas lima	Ehrenberg, 1860	110301	Prorocentrum lima	(Ehrenberg) F.Stein, 1878	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Species	Cryptomonas		lima		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:232406
17639	Cryptophyceae	Fritsch, 1927	17639	Cryptophyceae	Fritsch, 1927	Chromista	Cryptophyta	Cryptophyceae			Class					accepted		urn:lsid:marinespecies.org:taxname:17639
17638	Cryptophyta	Cavalier-Smith, 1986	17638	Cryptophyta	Cavalier-Smith, 1986	Chromista	Cryptophyta				Phylum					accepted		urn:lsid:marinespecies.org:taxname:17638
603106	Cuspidothrix	P.Rajaniemi, J.Komárek, R.Willame, P.Hrouzek, K.Kastovská, L.Hoffmann & K.Sivonen, 2005	603106	Cuspidothrix	P.Rajaniemi, J.Komárek, R.Willame, P.Hrouzek, K.Kastovská, L.Hoffmann & K.Sivonen, 2005	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Genus	Cuspidothrix				accepted		urn:lsid:marinespecies.org:taxname:603106
621617	Cuspidothrix issatschenkoi	(Usachev) P.Rajaniemi, Komárek, R.Willame, P. Hrouzek, K.Kastovská, L.Hoffmann & K.Sivonen, 2005	621617	Cuspidothrix issatschenkoi	(Usachev) P.Rajaniemi, Komárek, R.Willame, P. Hrouzek, K.Kastovská, L.Hoffmann & K.Sivonen, 2005	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Cuspidothrix		issatschenkoi		accepted		urn:lsid:marinespecies.org:taxname:621617
146537	Cyanobacteria	Stanier ex Cavalier-Smith, 2002	146537	Cyanobacteria	Stanier ex Cavalier-Smith, 2002	Bacteria	Cyanobacteria				Phylum					accepted		urn:lsid:marinespecies.org:taxname:146537
573354	Cyanobium	R.Rippka & G.Cohen-Bazire, 1983	573354	Cyanobium	R.Rippka & G.Cohen-Bazire, 1983	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Prochlorococcaceae	Genus	Cyanobium				accepted		urn:lsid:marinespecies.org:taxname:573354
612415	Cyanobium bacillare	(Butcher) Komárek, Kopeck & Cepák, 1999	612415	Cyanobium bacillare	(Butcher) Komárek, Kopeck & Cepák, 1999	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Prochlorococcaceae	Species	Cyanobium		bacillare		accepted		urn:lsid:marinespecies.org:taxname:612415
146542	Cyanophyceae	Schaffner, 1909	146542	Cyanophyceae	Schaffner, 1909	Bacteria	Cyanobacteria	Cyanophyceae			Class					accepted		urn:lsid:marinespecies.org:taxname:146542
600859	Cylindrospermopsis	G.Seenayya & N.Subba Raju, 1972	600859	Cylindrospermopsis	G.Seenayya & N.Subba Raju, 1972	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Genus	Cylindrospermopsis				accepted		urn:lsid:marinespecies.org:taxname:600859
609461	Cylindrospermopsis raciborskii	(Woloszynska) Seenayya & Subba Raju, 1972	1308940	Raphidiopsis raciborskii	(Wołoszyńska) Aguilera, Berrendero Gómez, Kaštovský, Echenique & Salerno, 2018	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Cylindrospermopsis		raciborskii		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:609461
146640	Cylindrospermum	Kützing ex Bornet & Flahault, 1886	146640	Cylindrospermum	Kützing ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Genus	Cylindrospermum				accepted		urn:lsid:marinespecies.org:taxname:146640
609468	Cylindrospermum stagnale	Bornet & Flahault, 1886	609468	Cylindrospermum stagnale	Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Cylindrospermum		stagnale		accepted		urn:lsid:marinespecies.org:taxname:609468
591185	Diatomeae		148899	Bacillariophyceae	Haeckel, 1878	Chromista	Ochrophyta	Diatomeae			Class					unaccepted		urn:lsid:marinespecies.org:taxname:591185
157257	Dictyochaceae	Lemmermann, 1901	157257	Dictyochaceae	Lemmermann, 1901	Chromista	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae	Family					accepted		urn:lsid:marinespecies.org:taxname:157257
157256	Dictyochales	Haeckel, 1894	157256	Dictyochales	Haeckel, 1894	Chromista	Ochrophyta	Dictyochophyceae	Dictyochales		Order					accepted		urn:lsid:marinespecies.org:taxname:157256
146232	Dictyochophyceae	P.C. Silva, 1980	146232	Dictyochophyceae	P.C. Silva, 1980	Chromista	Ochrophyta	Dictyochophyceae			Class					accepted		urn:lsid:marinespecies.org:taxname:146232
146203	Dinoflagellata		146203	Dinoflagellata		Chromista	Myzozoa				Infraphylum					accepted		urn:lsid:marinespecies.org:taxname:146203
147418	Dinoflagellida		19542	Dinophyceae	Fritsch, 1927	Protozoa	Sarcomastigophora	Phytomastigophorea	Dinoflagellida		Order					unaccepted	synonym	urn:lsid:marinespecies.org:taxname:147418
146202	Dinomastigota		21005	Dinophyta		Protozoa	Dinomastigota				Phylum					unaccepted		urn:lsid:marinespecies.org:taxname:146202
19542	Dinophyceae	Fritsch, 1927	19542	Dinophyceae	Fritsch, 1927	Chromista	Myzozoa	Dinophyceae			Class					accepted		urn:lsid:marinespecies.org:taxname:19542
109404	Dinophyceae incertae sedis		109404	Dinophyceae incertae sedis		Chromista	Myzozoa	Dinophyceae	Dinophyceae incertae sedis		Order					temporary name		urn:lsid:marinespecies.org:taxname:109404
146204	Dinophycidae					Chromista	Myzozoa	Dinophyceae			Subclass					unaccepted	disused	urn:lsid:marinespecies.org:taxname:146204
231772	Dinophysaceae	Bütschli, 1885	231772	Dinophysaceae	Bütschli, 1885	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Family					accepted		urn:lsid:marinespecies.org:taxname:231772
1732560	Dinophysales	Kofoid, 1926	1732560	Dinophysales	Kofoid, 1926	Chromista	Myzozoa	Dinophyceae	Dinophysales		Order					accepted		urn:lsid:marinespecies.org:taxname:1732560
109406	Dinophysiaceae	Bütschli, 1885	231772	Dinophysaceae	Bütschli, 1885	Chromista	Myzozoa	Dinophyceae	Dinophysiales	Dinophysiaceae	Family					unaccepted	alternative name, see Silva, 1980	urn:lsid:marinespecies.org:taxname:109406
109390	Dinophysiales	Lindemann, 1928	109390	Dinophysiales	Lindemann, 1928	Chromista	Myzozoa	Dinophyceae	Dinophysiales		Order					accepted		urn:lsid:marinespecies.org:taxname:109390
591154	Dinophysida		109390	Dinophysiales	Lindemann, 1928	Chromista	Myzozoa	Peridinea	Dinophysida		Order					unaccepted		urn:lsid:marinespecies.org:taxname:591154
162493	Dinophysidae		231772	Dinophysaceae	Bütschli, 1885	Protozoa	Sarcomastigophora	Phytomastigophorea	Dinoflagellida	Dinophysidae	Family					unaccepted	synonym	urn:lsid:marinespecies.org:taxname:162493
109462	Dinophysis	Ehrenberg, 1839	109462	Dinophysis	Ehrenberg, 1839	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Genus	Dinophysis				accepted		urn:lsid:marinespecies.org:taxname:109462
109603	Dinophysis acuminata	Claparède & Lachmann, 1859	109603	Dinophysis acuminata	Claparède & Lachmann, 1859	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		acuminata		accepted		urn:lsid:marinespecies.org:taxname:109603
109604	Dinophysis acuta	Ehrenberg, 1839	109604	Dinophysis acuta	Ehrenberg, 1839	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		acuta		accepted		urn:lsid:marinespecies.org:taxname:109604
232154	Dinophysis boehmii	Paulsen, 1949	109603	Dinophysis acuminata	Claparède & Lachmann, 1859	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		boehmii		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:232154
232155	Dinophysis borealis	Paulsen, 1949	109603	Dinophysis acuminata	Claparède & Lachmann, 1859	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		borealis		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:232155
109612	Dinophysis caudata	Saville-Kent, 1881	109612	Dinophysis caudata	Saville-Kent, 1881	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		caudata		accepted		urn:lsid:marinespecies.org:taxname:109612
109624	Dinophysis fortii	Pavillard, 1924	109624	Dinophysis fortii	Pavillard, 1924	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		fortii		accepted		urn:lsid:marinespecies.org:taxname:109624
109629	Dinophysis infundibulum	J. Schiller, 1928	109629	Dinophysis infundibulum	J. Schiller, 1928	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		infundibulum		accepted		urn:lsid:marinespecies.org:taxname:109629
232209	Dinophysis miles	Cleve, 1900	232209	Dinophysis miles	Cleve, 1900	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		miles		accepted		urn:lsid:marinespecies.org:taxname:232209
109635	Dinophysis mitra	(F.Schütt) T.H.Abé, 1967	232491	Phalacroma mitra	F.Schütt, 1895	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		mitra		unaccepted		urn:lsid:marinespecies.org:taxname:109635
109637	Dinophysis norvegica	Claparède & Lachmann, 1859	109637	Dinophysis norvegica	Claparède & Lachmann, 1859	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		norvegica		accepted		urn:lsid:marinespecies.org:taxname:109637
646201	Dinophysis ovum	(F.Schütt) T.H.Abé	646201	Dinophysis ovum	(F.Schütt) T.H.Abé	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		ovum		accepted		urn:lsid:marinespecies.org:taxname:646201
581938	Dinophysis ovum	Schütt, 1895	109642	Dinophysis ovum	Schütt, 1895 sensu Martin, 1929	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		ovum		alternate representation		urn:lsid:marinespecies.org:taxname:581938
109642	Dinophysis ovum	Schütt, 1895 sensu Martin, 1929	109624	Dinophysis fortii	Pavillard, 1924	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		ovum		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:109642
232264	Dinophysis reniformis	Schröder, 1906	616369	Dinophysis saccula	Stein, 1883	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		reniformis		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:232264
162793	Dinophysis rotundata	Claparède & Lachmann, 1859	156505	Phalacroma rotundatum	(Claparéde & Lachmann) Kofoid & J.R.Michener, 1911	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		rotundata		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:162793
616369	Dinophysis saccula	Stein, 1883	232261	Dinophysis sacculus	F.Stein, 1883	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		saccula		unaccepted		urn:lsid:marinespecies.org:taxname:616369
232261	Dinophysis sacculus	F.Stein, 1883	232261	Dinophysis sacculus	F.Stein, 1883	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		sacculus		accepted		urn:lsid:marinespecies.org:taxname:232261
109662	Dinophysis tripos	Gourret, 1883	109662	Dinophysis tripos	Gourret, 1883	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		tripos		accepted		urn:lsid:marinespecies.org:taxname:109662
232265	Dinophysis ventrecta	Schiller, 1933	616369	Dinophysis saccula	Stein, 1883	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Species	Dinophysis		ventrecta		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:232265
591153	Dinophysoidia		591153	Dinophysoidia		Chromista	Myzozoa	Peridinea			Subclass					accepted		urn:lsid:marinespecies.org:taxname:591153
21005	Dinophyta		19542	Dinophyceae	Fritsch, 1927	Protozoa	Dinophyta				Phylum					unaccepted		urn:lsid:marinespecies.org:taxname:21005
562620	Dinozoa		562620	Dinozoa		Chromista	Myzozoa				Subphylum					accepted		urn:lsid:marinespecies.org:taxname:562620
578476	Dolichospermum	(Ralfs ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009	578476	Dolichospermum	(Ralfs ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Genus	Dolichospermum				accepted		urn:lsid:marinespecies.org:taxname:578476
699631	Dolichospermum circinale	(Rabenhorst ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009	699631	Dolichospermum circinale	(Rabenhorst ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Dolichospermum		circinale		accepted		urn:lsid:marinespecies.org:taxname:699631
623803	Dolichospermum flosaquae	(Brébisson ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009	623803	Dolichospermum flosaquae	(Brébisson ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Dolichospermum		flosaquae		accepted		urn:lsid:marinespecies.org:taxname:623803
625374	Dolichospermum lemmermannii	(Richter) P.Wacklin, L.Hoffmann & J.Komárek, 2009	625374	Dolichospermum lemmermannii	(Richter) P.Wacklin, L.Hoffmann & J.Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Dolichospermum		lemmermannii		accepted		urn:lsid:marinespecies.org:taxname:625374
625403	Dolichospermum macrosporum	(Klebhan) Wacklin, L.Hoffmann & Komárek, 2009	625403	Dolichospermum macrosporum	(Klebhan) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Dolichospermum		macrosporum		accepted		urn:lsid:marinespecies.org:taxname:625403
625404	Dolichospermum mendotae	(W.Trelease) Wacklin, L.Hoffmann & Komárek, 2009	625404	Dolichospermum mendotae	(W.Trelease) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Dolichospermum		mendotae		accepted		urn:lsid:marinespecies.org:taxname:625404
625407	Dolichospermum planctonicum	(Brunnthaler) Wacklin, L.Hoffmann & Komárek, 2009	625407	Dolichospermum planctonicum	(Brunnthaler) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Dolichospermum		planctonicum		accepted		urn:lsid:marinespecies.org:taxname:625407
625408	Dolichospermum sigmoideum	(Nygaard) Wacklin, L.Hoffmann & Komárek, 2009	625408	Dolichospermum sigmoideum	(Nygaard) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Dolichospermum		sigmoideum		accepted		urn:lsid:marinespecies.org:taxname:625408
625411	Dolichospermum spiroides	(Klebhan) Wacklin, L.Hoffmann & Komárek, 2009	625411	Dolichospermum spiroides	(Klebhan) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Species	Dolichospermum		spiroides		accepted		urn:lsid:marinespecies.org:taxname:625411
246831	Entomosigma	J.Schiller, 1925	246831	Entomosigma	J.Schiller, 1925	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Chattonellaceae	Genus	Entomosigma				accepted		urn:lsid:marinespecies.org:taxname:246831
246848	Entomosigma akashiwo	Y.Hada, 1967	160585	Heterosigma akashiwo	(Y.Hada) Y.Hada ex Y.Hara & M.Chihara, 1987	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Chattonellaceae	Species	Entomosigma		akashiwo		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:246848
160577	Exuviaella	Cienkowski, 1881	109566	Prorocentrum	Ehrenberg, 1834	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Genus	Exuviaella				unaccepted	synonym	urn:lsid:marinespecies.org:taxname:160577
246857	Exuviaella cassubica	Woloszynska, 1928	110294	Prorocentrum cassubicum	(Woloszynska) J.D.Dodge, 1975	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Species	Exuviaella		cassubica		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:246857
246858	Exuviaella hoffmanianum	(M.A. Faust) McLachlan & Boalch, 1997	232423	Prorocentrum hoffmannianum	M.A.Faust, 1990	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Species	Exuviaella		hoffmanianum		unaccepted		urn:lsid:marinespecies.org:taxname:246858
246859	Exuviaella lima	(Ehrenberg) Bütschli, 1885	110301	Prorocentrum lima	(Ehrenberg) F.Stein, 1878	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Species	Exuviaella		lima		unaccepted		urn:lsid:marinespecies.org:taxname:246859
246861	Exuviaella maculosum	(Faust) McLachlan, Boalch & Jahn, 1997	232400	Prorocentrum maculosum	M.A.Faust, 1993	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Species	Exuviaella		maculosum		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:246861
246864	Exuviaella mariae-lebouriae	Parke & Ballantine, 1957	663558	Exuviaella marie-lebouriae	Parke & Ballantine, 1957	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Species	Exuviaella		mariae-lebouriae		unaccepted		urn:lsid:marinespecies.org:taxname:246864
663558	Exuviaella marie-lebouriae	Parke & Ballantine, 1957	110304	Prorocentrum minimum	(Pavillard) J.Schiller, 1933	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Species	Exuviaella		marie-lebouriae		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:663558
160579	Exuviaella marina	Cienkowski, 1881	110301	Prorocentrum lima	(Ehrenberg) F.Stein, 1878	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Species	Exuviaella		marina		unaccepted	synonym	urn:lsid:marinespecies.org:taxname:160579
246860	Exuviaella marina var. lima	(Ehrenberg) Schiller, 1931	110301	Prorocentrum lima	(Ehrenberg) F.Stein, 1878	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Variety	Exuviaella		marina		unaccepted		urn:lsid:marinespecies.org:taxname:246860
246862	Exuviaella minima	Pavillard, 1916	232376	Prorocentrum cordatum	(Ostenfeld) J.D.Dodge, 1976	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Species	Exuviaella		minima		unaccepted	basionym	urn:lsid:marinespecies.org:taxname:246862
233759	Fibrocapsa	S.Toriumi & H.Takano, 1973	233759	Fibrocapsa	S.Toriumi & H.Takano, 1973	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Genus	Fibrocapsa				accepted		urn:lsid:marinespecies.org:taxname:233759
