Species in NORCCA	scientific_name	Link to NORCCA website	AphiaID	Match type
Feldmannia simplex	Feldmannia simplex	https://norcca.scrol.net/species/Feldmannia-simplex	145421	exact
Fibrocapsa japonica	Fibrocapsa japonica	https://norcca.scrol.net/species/Fibrocapsa-japonica	233761	exact
Fragilariopsis cylindrus	Fragilariopsis cylindrus	https://norcca.scrol.net/species/Fragilariopsis-cylindrus	172418	exact
Fragilariopsis nana	Fragilariopsis nana	https://norcca.scrol.net/species/Fragilariopsis-nana	556587	exact
Geitlerinema amphibium	Geitlerinema amphibium	https://norcca.scrol.net/species/Geitlerinema-amphibium	366599	exact
Geitlerinema splendidum	Geitlerinema splendidum	https://norcca.scrol.net/species/Geitlerinema-splendidum	577244	exact
Gephyrocapsa oceanica	Gephyrocapsa oceanica	https://norcca.scrol.net/species/Gephyrocapsa-oceanica	235955	exact
Giraudya sphacelarioides	Giraudya sphacelarioides	https://norcca.scrol.net/species/Giraudya-sphacelarioides		
Glenodiniopsis steinii	Glenodiniopsis steinii	https://norcca.scrol.net/species/Glenodiniopsis-steinii	576700	exact
Glenodiniopsis uliginosa	Glenodiniopsis uliginosa	https://norcca.scrol.net/species/Glenodiniopsis-uliginosa	626543	exact
Gloeochrysis sp.				
Gomontia polyrhiza	Gomontia polyrhiza	https://norcca.scrol.net/species/Gomontia-polyrhiza	144903	exact
Goniomonas sp.				
Gonium pectorale	Gonium pectorale	https://norcca.scrol.net/species/Gonium-pectorale	577672	exact
Gonyaulax spinifera	Gonyaulax spinifera	https://norcca.scrol.net/species/Gonyaulax-spinifera	110041	exact
Gonyostomum semen	Gonyostomum semen	https://norcca.scrol.net/species/Gonyostomum-semen	375674	exact
Graesiella emersonii	Graesiella emersonii	https://norcca.scrol.net/species/Graesiella-emersonii	837180	exact
Gymnodinium aureolum	Gymnodinium aureolum	https://norcca.scrol.net/species/Gymnodinium-aureolum	232716	exact
Gymnodinium corollarium	Gymnodinium corollarium	https://norcca.scrol.net/species/Gymnodinium-corollarium	623645	exact
Gymnodinium fuscum	Gymnodinium fuscum	https://norcca.scrol.net/species/Gymnodinium-fuscum	109794	exact
Gymnodinium impudicum	Gymnodinium impudicum	https://norcca.scrol.net/species/Gymnodinium-impudicum	232785	exact
Gymnodinium nolleri	Gymnodinium nolleri	https://norcca.scrol.net/species/Gymnodinium-nolleri	109818	exact
Gymnodinium placidum	Gymnodinium placidum	https://norcca.scrol.net/species/Gymnodinium-placidum	109822	exact
Gymnodinium simplex	Gymnodinium simplex	https://norcca.scrol.net/species/Gymnodinium-simplex	109831	exact
Gymnodinium sp.				
Haematococcus lacustris	Haematococcus lacustris	https://norcca.scrol.net/species/Haematococcus-lacustris	661559	exact
Haematococcus sp.				
Halosphaera sp.				
Halothrix lumbricalis	Halothrix lumbricalis	https://norcca.scrol.net/species/Halothrix-lumbricalis	144944	exact
Hantzschia amphioxis	Hantzschia amphioxis	https://norcca.scrol.net/species/Hantzschia-amphioxis	149572	phonetic
Hantzschia weyprechtii	Hantzschia weyprechtii	https://norcca.scrol.net/species/Hantzschia-weyprechtii	180362	exact
Hapalosiphon intricatus	Hapalosiphon intricatus	https://norcca.scrol.net/species/Hapalosiphon-intricatus	609549	exact
Haptolina brevifila	Haptolina brevifila	https://norcca.scrol.net/species/Haptolina-brevifila	624975	exact
Haptolina cf. herdlensis	Haptolina herdlensis	https://norcca.scrol.net/species/Haptolina-cf-herdlensis	624978	exact
Haptolina ericina	Haptolina ericina	https://norcca.scrol.net/species/Haptolina-ericina	624976	exact
Haptolina fragaria	Haptolina fragaria	https://norcca.scrol.net/species/Haptolina-fragaria	624977	exact
Haptolina hirta	Haptolina hirta	https://norcca.scrol.net/species/Haptolina-hirta	699623	exact
Haramonas dimorpha	Haramonas dimorpha	https://norcca.scrol.net/species/Haramonas-dimorpha	608356	exact
Helicotheca tamesis	Helicotheca tamesis	https://norcca.scrol.net/species/Helicotheca-tamesis	157440	exact
Hemidinium nasutum	Hemidinium nasutum	https://norcca.scrol.net/species/Hemidinium-nasutum	109891	exact
Hemiselmis sp.				
Heterocapsa pseudotriquetra	Heterocapsa pseudotriquetra	https://norcca.scrol.net/species/Heterocapsa-pseudotriquetra	233624	exact
Heterocapsa pygmaea	Heterocapsa pygmaea	https://norcca.scrol.net/species/Heterocapsa-pygmaea	233625	exact
Heterocapsa rotundata	Heterocapsa rotundata	https://norcca.scrol.net/species/Heterocapsa-rotundata	110152	exact
Heterocapsa sp.				
Heterocapsa triquetra	Heterocapsa triquetra	https://norcca.scrol.net/species/Heterocapsa-triquetra	110153	exact
Heterosigma akashiwo	Heterosigma akashiwo	https://norcca.scrol.net/species/Heterosigma-akashiwo	160585	exact
Heterosigma sp.				
Hibberdia magna	Hibberdia magna	https://norcca.scrol.net/species/Hibberdia-magna	699376	exact
Hincksia hincksiae	Hincksia hincksiae	https://norcca.scrol.net/species/Hincksia-hincksiae	145435	exact
Hincksia ovata	Hincksia ovata	https://norcca.scrol.net/species/Hincksia-ovata	145438	exact
Hormidiella parvula	Hormidiella parvula	https://norcca.scrol.net/species/Hormidiella-parvula	617151	exact
Hyalotheca dissiliens	Hyalotheca dissiliens	https://norcca.scrol.net/species/Hyalotheca-dissiliens	609031	exact
Hyalotheca dissiliens var.minor	Hyalotheca dissiliens var.minor	https://norcca.scrol.net/species/Hyalotheca-dissiliens-varminor		
Hyalotheca sp.				
Hydrodictyon reticulatum	Hydrodictyon reticulatum	https://norcca.scrol.net/species/Hydrodictyon-reticulatum	381000	exact
Hyella balani	Hyella balani	https://norcca.scrol.net/species/Hyella-balani	213703	exact
Hyella sp.				
Isochrysis	Isochrysis	https://norcca.scrol.net/species/Isochrysis-	248124	exact
Isochrysis galbana	Isochrysis galbana	https://norcca.scrol.net/species/Isochrysis-galbana	573884	exact
Isochrysis sp.				
Jaaginema cf. geminatum	Jaaginema geminatum	https://norcca.scrol.net/species/Jaaginema-cf-geminatum	177500	exact
Jaaginema sp.				
Jadwigia applanata	Jadwigia applanata	https://norcca.scrol.net/species/Jadwigia-applanata	619820	exact
Kamptonema cf. animale	Kamptonema animale	https://norcca.scrol.net/species/Kamptonema-cf-animale	840972	exact
Kamptonema cf. formosum	Kamptonema formosum	https://norcca.scrol.net/species/Kamptonema-cf-formosum	837205	exact
Kamptonema cf. okenii	Kamptonema okenii	https://norcca.scrol.net/species/Kamptonema-cf-okenii	837164	exact
Kamptonema cortianum	Kamptonema cortianum	https://norcca.scrol.net/species/Kamptonema-cortianum	840973	exact
Kamptonema formosum	Kamptonema formosum	https://norcca.scrol.net/species/Kamptonema-formosum	837205	exact
Kamptonema laetevirens	Kamptonema laetevirens	https://norcca.scrol.net/species/Kamptonema-laetevirens	840974	exact
Karenia brevis	Karenia brevis	https://norcca.scrol.net/species/Karenia-brevis	233015	exact
Karenia mikimotoi	Karenia mikimotoi	https://norcca.scrol.net/species/Karenia-mikimotoi	233024	exact
Karenia selliformis	Karenia selliformis	https://norcca.scrol.net/species/Karenia-selliformis	246594	exact
Karlodinium armiger	Karlodinium armiger	https://norcca.scrol.net/species/Karlodinium-armiger	370510	exact
Karlodinium decipiens	Karlodinium decipiens	https://norcca.scrol.net/species/Karlodinium-decipiens	531344	exact
Karlodinium veneficum	Karlodinium veneficum	https://norcca.scrol.net/species/Karlodinium-veneficum	233037	exact
Katagnymene accurata	Katagnymene accurata	https://norcca.scrol.net/species/Katagnymene-accurata	627890	exact
Kephyrion sp.				
Klebsormidium flaccidum	Klebsormidium flaccidum	https://norcca.scrol.net/species/Klebsormidium-flaccidum	608215	exact
Klebsormidium sp.				
Koliella longiseta	Koliella longiseta	https://norcca.scrol.net/species/Koliella-longiseta	248126	exact
Koliella sp.				
Komma sp.				
Komvophoron sp.				
Kremastochrysopsis sp.				
Kryptoperidinium foliaceum	Kryptoperidinium foliaceum	https://norcca.scrol.net/species/Kryptoperidinium-foliaceum	110154	exact
Kuckuckia spinosa	Kuckuckia spinosa	https://norcca.scrol.net/species/Kuckuckia-spinosa	145443	exact
Lagynion scherffelii	Lagynion scherffelii	https://norcca.scrol.net/species/Lagynion-scherffelii	610253	exact
Lauderia sp.				
Leptocylindrus danicus	Leptocylindrus danicus	https://norcca.scrol.net/species/Leptocylindrus-danicus	149106	exact
Leptocylindrus sp.				
Leptolyngbya cf. tenuis	Leptolyngbya tenuis	https://norcca.scrol.net/species/Leptolyngbya-cf-tenuis	177504	exact
Leptolyngbya ectocarpi	Leptolyngbya ectocarpi	https://norcca.scrol.net/species/Leptolyngbya-ectocarpi	615645	exact
Leptolyngbya foveolara	Leptolyngbya foveolara	https://norcca.scrol.net/species/Leptolyngbya-foveolara	450029	exact
Leptolyngbya sp.				
Leptolyngbya tenuis	Leptolyngbya tenuis	https://norcca.scrol.net/species/Leptolyngbya-tenuis	177504	exact
Leptolyngbya terebrans	Leptolyngbya terebrans	https://norcca.scrol.net/species/Leptolyngbya-terebrans	156201	exact
Levanderina fissa	Levanderina fissa	https://norcca.scrol.net/species/Levanderina-fissa	840689	exact
Limnothrix planctonica	Limnothrix planctonica	https://norcca.scrol.net/species/Limnothrix-planctonica	177507	exact
Lingulodinium polyedrum	Lingulodinium polyedrum	https://norcca.scrol.net/species/Lingulodinium-polyedrum	233592	near_2
Lioloma delicatulum	Lioloma delicatulum	https://norcca.scrol.net/species/Lioloma-delicatulum	292728	exact
Litosiphon laminariae	Litosiphon laminariae	https://norcca.scrol.net/species/Litosiphon-laminariae	145327	exact
Lyngbya lutea	Lyngbya lutea	https://norcca.scrol.net/species/Lyngbya-lutea	146682	exact
Lyngbya sp.				
Mallomonas annulata	Mallomonas annulata	https://norcca.scrol.net/species/Mallomonas-annulata	610020	exact
Mallomonas kalinae	Mallomonas kalinae	https://norcca.scrol.net/species/Mallomonas-kalinae	623020	exact
Mallomonas papillosa	Mallomonas papillosa	https://norcca.scrol.net/species/Mallomonas-papillosa	610035	exact
Mallomonas rasilis	Mallomonas rasilis	https://norcca.scrol.net/species/Mallomonas-rasilis	610041	exact
Mantoniella squamata	Mantoniella squamata	https://norcca.scrol.net/species/Mantoniella-squamata	134563	exact
Margalefidinium polykrikoides	Margalefidinium polykrikoides	https://norcca.scrol.net/species/Margalefidinium-polykrikoides	990876	exact
Melosira nummuloides	Melosira nummuloides	https://norcca.scrol.net/species/Melosira-nummuloides	149044	exact
Merismopedia angularis	Merismopedia angularis	https://norcca.scrol.net/species/Merismopedia-angularis	614944	exact
Merismopedia punctata	Merismopedia punctata	https://norcca.scrol.net/species/Merismopedia-punctata	146577	exact
Merismopedia sp.				
Mesotaenium caldariorum	Mesotaenium caldariorum	https://norcca.scrol.net/species/Mesotaenium-caldariorum	611218	exact
Micrasterias papillifera	Micrasterias papillifera	https://norcca.scrol.net/species/Micrasterias-papillifera	609058	exact
Micrasterias rotata	Micrasterias rotata	https://norcca.scrol.net/species/Micrasterias-rotata	609062	exact
Micrasterias sp.				
Micrasterias thomasiana var.notata	Micrasterias thomasiana var.notata	https://norcca.scrol.net/species/Micrasterias-thomasiana-varnotata		
Micrasterias truncata	Micrasterias truncata	https://norcca.scrol.net/species/Micrasterias-truncata	609069	exact
Microchaetaceae	Microchaetaceae	https://norcca.scrol.net/species/Microchaetaceae-	147015	exact
Microchloropsis salina	Microchloropsis salina	https://norcca.scrol.net/species/Microchloropsis-salina	1359175	exact
Microcoleus amoenus	Microcoleus amoenus	https://norcca.scrol.net/species/Microcoleus-amoenus	840001	exact
Microcoleus cf. amoenus				
Microcystis aeruginosa	Microcystis aeruginosa	https://norcca.scrol.net/species/Microcystis-aeruginosa	146558	exact
Microcystis botrys	Microcystis botrys	https://norcca.scrol.net/species/Microcystis-botrys	578236	exact
Microcystis cf. aeruginosa				
Microcystis cf. botrys				
Microcystis cf. ichthyoblabe	Microcystis ichthyoblabe	https://norcca.scrol.net/species/Microcystis-cf-ichthyoblabe	177245	exact
Microcystis cf. viridis	Microcystis viridis	https://norcca.scrol.net/species/Microcystis-cf-viridis	177400	exact
Microcystis flos-aquae	Microcystis flos-aquae	https://norcca.scrol.net/species/Microcystis-flos-aquae	146560	exact
Microcystis novacekii	Microcystis novacekii	https://norcca.scrol.net/species/Microcystis-novacekii	177252	exact
Microcystis sp.				
Microcystis viridis	Microcystis viridis	https://norcca.scrol.net/species/Microcystis-viridis	177400	exact
Micromonas pusilla	Micromonas pusilla	https://norcca.scrol.net/species/Micromonas-pusilla	134564	exact
Micromonas sp.				
Microthamnion kuetzingianum	Microthamnion kuetzingianum	https://norcca.scrol.net/species/Microthamnion-kuetzingianum	373972	exact
Monoraphidium cf. minutum				
Monoraphidium contortum	Monoraphidium contortum	https://norcca.scrol.net/species/Monoraphidium-contortum	160591	exact
Monoraphidium convolutum	Monoraphidium convolutum	https://norcca.scrol.net/species/Monoraphidium-convolutum	160592	exact
Monoraphidium dübowskii	Monoraphidium dübowskii	https://norcca.scrol.net/species/Monoraphidium-dübowskii	622807	phonetic
Monoraphidium griffithii	Monoraphidium griffithii	https://norcca.scrol.net/species/Monoraphidium-griffithii	248134	exact
Monoraphidium lunare	Monoraphidium lunare	https://norcca.scrol.net/species/Monoraphidium-lunare	657578	exact
Monoraphidium minutum	Monoraphidium minutum	https://norcca.scrol.net/species/Monoraphidium-minutum	163101	exact
Monoraphidium sp.				
Mougeotia genuflexa	Mougeotia genuflexa	https://norcca.scrol.net/species/Mougeotia-genuflexa	609346	exact
Mougeotia sp.				
Mychonastes homosphaera	Mychonastes homosphaera	https://norcca.scrol.net/species/Mychonastes-homosphaera	662423	exact
Myrionema strangulans	Myrionema strangulans	https://norcca.scrol.net/species/Myrionema-strangulans	144985	exact
Myriotrichia claviformis	Myriotrichia claviformis	https://norcca.scrol.net/species/Myriotrichia-claviformis	145331	phonetic
Myrmecia biatorellae	Myrmecia biatorellae	https://norcca.scrol.net/species/Myrmecia-biatorellae	617049	exact
Naegeliella flagellifera	Naegeliella flagellifera	https://norcca.scrol.net/species/Naegeliella-flagellifera	610279	exact
Nannochloropsis oceanica	Nannochloropsis oceanica	https://norcca.scrol.net/species/Nannochloropsis-oceanica	376043	exact
Nannochloropsis oculata	Nannochloropsis oculata	https://norcca.scrol.net/species/Nannochloropsis-oculata	376148	exact
Nannochloropsis sp.				
Navicula pelliculosa	Navicula pelliculosa	https://norcca.scrol.net/species/Navicula-pelliculosa	149428	exact
Navicula sp.				
Neodenticula seminae	Neodenticula seminae	https://norcca.scrol.net/species/Neodenticula-seminae	196813	exact
Neostromatella monostromatica	Neostromatella monostromatica	https://norcca.scrol.net/species/Neostromatella-monostromatica	840291	exact
Nephrochlamys rostrata	Nephrochlamys rostrata	https://norcca.scrol.net/species/Nephrochlamys-rostrata	572053	exact
Nephroselmis olivacea	Nephroselmis olivacea	https://norcca.scrol.net/species/Nephroselmis-olivacea	375678	exact
Nephroselmis pyriformis	Nephroselmis pyriformis	https://norcca.scrol.net/species/Nephroselmis-pyriformis	134541	exact
Nephroselmis rotunda	Nephroselmis rotunda	https://norcca.scrol.net/species/Nephroselmis-rotunda	134542	exact
Nephroselmis sp.				
Nitzschia bizertensis	Nitzschia bizertensis	https://norcca.scrol.net/species/Nitzschia-bizertensis	759283	exact
Nitzschia closterium	Nitzschia closterium	https://norcca.scrol.net/species/Nitzschia-closterium	149610	exact
Nitzschia frigida	Nitzschia frigida	https://norcca.scrol.net/species/Nitzschia-frigida	175400	exact
Nitzschia laevissima	Nitzschia laevissima	https://norcca.scrol.net/species/Nitzschia-laevissima	590740	exact
Nitzschia longissima / Cylindrotheca closterium	Nitzschia longissima / Cylindrotheca closterium	https://norcca.scrol.net/species/Nitzschia-longissima-/-Cylindrotheca	149150	exact
Nitzschia navis-varingica	Nitzschia navis-varingica	https://norcca.scrol.net/species/Nitzschia-navis-varingica	246595	exact
Nitzschia sigmoidea	Nitzschia sigmoidea	https://norcca.scrol.net/species/Nitzschia-sigmoidea	149604	exact
Nitzschia sp.				
Nodularia cf. harveyana	Nodularia harveyana	https://norcca.scrol.net/species/Nodularia-cf-harveyana	178477	exact
Nodularia spumigena	Nodularia spumigena	https://norcca.scrol.net/species/Nodularia-spumigena	160566	exact
Nostoc commune	Nostoc commune	https://norcca.scrol.net/species/Nostoc-commune	608248	exact
Nostoc flagelliforme	Nostoc flagelliforme	https://norcca.scrol.net/species/Nostoc-flagelliforme	700733	exact
Nostoc kihlmani	Nostoc kihlmani	https://norcca.scrol.net/species/Nostoc-kihlmani	628033	phonetic
Nostoc pruniforme	Nostoc pruniforme	https://norcca.scrol.net/species/Nostoc-pruniforme	610164	exact
Nostoc sp.				
Nostoc sphaeroides	Nostoc sphaeroides	https://norcca.scrol.net/species/Nostoc-sphaeroides	618666	exact
Ochlochaete hystrix	Ochlochaete hystrix	https://norcca.scrol.net/species/Ochlochaete-hystrix	146012	exact
Ochromonas danica	Ochromonas danica	https://norcca.scrol.net/species/Ochromonas-danica	577746	exact
Ochromonas gloeopara	Ochromonas gloeopara	https://norcca.scrol.net/species/Ochromonas-gloeopara	837988	match_quarantine
Ochromonas minima	Ochromonas minima	https://norcca.scrol.net/species/Ochromonas-minima	573921	exact
Ochromonas moestrupii	Ochromonas moestrupii	https://norcca.scrol.net/species/Ochromonas-moestrupii	625976	exact
Ochromonas perlata	Ochromonas perlata	https://norcca.scrol.net/species/Ochromonas-perlata	656225	exact
Ochromonas sp.				
Ochromonas tuberculata	Ochromonas tuberculata	https://norcca.scrol.net/species/Ochromonas-tuberculata	610282	exact
Ochromonas viridis	Ochromonas viridis	https://norcca.scrol.net/species/Ochromonas-viridis	837357	match_quarantine
Octactis speculum	Octactis speculum	https://norcca.scrol.net/species/Octactis-speculum	1310442	exact
Odontella aurita	Odontella aurita	https://norcca.scrol.net/species/Odontella-aurita	149050	exact
Odontella mobiliensis	Odontella mobiliensis	https://norcca.scrol.net/species/Odontella-mobiliensis	164116	exact
Odontella sinensis	Odontella sinensis	https://norcca.scrol.net/species/Odontella-sinensis	149095	exact
Oedogonium cardiacum	Oedogonium cardiacum	https://norcca.scrol.net/species/Oedogonium-cardiacum	608526	exact
Oedogonium fragile	Oedogonium fragile	https://norcca.scrol.net/species/Oedogonium-fragile	608539	exact
Oedogonium vaucheri	Oedogonium vaucheri	https://norcca.scrol.net/species/Oedogonium-vaucheri	655137	exact
Olisthodiscus luteus	Olisthodiscus luteus	https://norcca.scrol.net/species/Olisthodiscus-luteus	233765	exact
Oltmannsiellopsis unicellularis	Oltmannsiellopsis unicellularis	https://norcca.scrol.net/species/Oltmannsiellopsis-unicellularis	495242	exact
Oocystis asymmetrica	Oocystis asymmetrica	https://norcca.scrol.net/species/Oocystis-asymmetrica	608599	exact
Oocystis sp. (?)				
Ophiocytium arbusculum	Ophiocytium arbusculum	https://norcca.scrol.net/species/Ophiocytium-arbusculum	610076	near_2
Ophiocytium sp.				
Oscillatoria cf. major	Oscillatoria major	https://norcca.scrol.net/species/Oscillatoria-cf-major	665981	exact
Oscillatoria cf. sancta	Oscillatoria sancta	https://norcca.scrol.net/species/Oscillatoria-cf-sancta	177518	exact
Oscillatoria curviceps	Oscillatoria curviceps	https://norcca.scrol.net/species/Oscillatoria-curviceps	660923	exact
Oscillatoria limosa	Oscillatoria limosa	https://norcca.scrol.net/species/Oscillatoria-limosa	146554	exact
Oscillatoria lutea var. contorta	Oscillatoria lutea var. contorta	https://norcca.scrol.net/species/Oscillatoria-lutea-var-contorta	675526	match_quarantine
Oscillatoria princeps	Oscillatoria princeps	https://norcca.scrol.net/species/Oscillatoria-princeps	177516	exact
Oscillatoria sancta	Oscillatoria sancta	https://norcca.scrol.net/species/Oscillatoria-sancta	177518	exact
Oscillatoria sp.				
Ostreobium quekettii	Ostreobium quekettii	https://norcca.scrol.net/species/Ostreobium-quekettii	145095	phonetic
Ovillaria catenata	Ovillaria catenata	https://norcca.scrol.net/species/Ovillaria-catenata	613385	exact
Oxynema acuminatum	Oxynema acuminatum	https://norcca.scrol.net/species/Oxynema-acuminatum	708104	exact
Oxyrrhis marina	Oxyrrhis marina	https://norcca.scrol.net/species/Oxyrrhis-marina	109902	exact
Palatinus apiculatus	Palatinus apiculatus	https://norcca.scrol.net/species/Palatinus-apiculatus	623653	exact
Pandorina morum	Pandorina morum	https://norcca.scrol.net/species/Pandorina-morum	577877	exact
Paraphysomonas vestita	Paraphysomonas vestita	https://norcca.scrol.net/species/Paraphysomonas-vestita	341605	exact
Parvodinium centenniale	Parvodinium centenniale	https://norcca.scrol.net/species/Parvodinium-centenniale	841290	exact
Parvodinium inconspicuum	Parvodinium inconspicuum	https://norcca.scrol.net/species/Parvodinium-inconspicuum	838487	exact
Pavlomulina ranunculiformis	Pavlomulina ranunculiformis	https://norcca.scrol.net/species/Pavlomulina-ranunculiformis	1667035	exact
Pavlova gyrans	Pavlova gyrans	https://norcca.scrol.net/species/Pavlova-gyrans	573929	exact
Pavlova sp.				
Pavlovophyceae	Pavlovophyceae	https://norcca.scrol.net/species/Pavlovophyceae-	249727	exact
Pediastrum duplex	Pediastrum duplex	https://norcca.scrol.net/species/Pediastrum-duplex	164061	exact
Pediastrum sp.				
Pedinellaceae sp.				
Pedinomonas minor	Pedinomonas minor	https://norcca.scrol.net/species/Pedinomonas-minor	375680	exact
Pelagococcus subviridis	Pelagococcus subviridis	https://norcca.scrol.net/species/Pelagococcus-subviridis	375971	exact
Pelagodinium bei	Pelagodinium bei	https://norcca.scrol.net/species/Pelagodinium-bei	838272	exact
pennate diatom				
Pentapharsodinium dalei	Pentapharsodinium dalei	https://norcca.scrol.net/species/Pentapharsodinium-dalei	109925	exact
Pentapharsodinium tyrrhenicum	Pentapharsodinium tyrrhenicum	https://norcca.scrol.net/species/Pentapharsodinium-tyrrhenicum	233820	exact
Peridiniopsis borgei	Peridiniopsis borgei	https://norcca.scrol.net/species/Peridiniopsis-borgei	110159	exact
Peridinium bipes	Peridinium bipes	https://norcca.scrol.net/species/Peridinium-bipes	110181	exact
Peridinium cinctum	Peridinium cinctum	https://norcca.scrol.net/species/Peridinium-cinctum	110183	exact
Peridinium sp.				
Peridinium volzii	Peridinium volzii	https://norcca.scrol.net/species/Peridinium-volzii	110197	exact
Peridinium volzii f. meandricum	Peridinium volzii f. meandricum	https://norcca.scrol.net/species/Peridinium-volzii-f-meandricum		
Peridinium willei	Peridinium willei	https://norcca.scrol.net/species/Peridinium-willei	110198	exact
Petalonia fascia	Petalonia fascia	https://norcca.scrol.net/species/Petalonia-fascia	145863	exact
Phaeocystis globosa	Phaeocystis globosa	https://norcca.scrol.net/species/Phaeocystis-globosa	160538	exact
Phaeocystis sp.				
Phaeodactylum tricornutum	Phaeodactylum tricornutum	https://norcca.scrol.net/species/Phaeodactylum-tricornutum	175584	exact
Phaeophila dendroides	Phaeophila dendroides	https://norcca.scrol.net/species/Phaeophila-dendroides	145778	exact
Phaeophila ramulosa	Phaeophila ramulosa	https://norcca.scrol.net/species/Phaeophila-ramulosa	371089	exact
Phaeoplaca thallosa	Phaeoplaca thallosa	https://norcca.scrol.net/species/Phaeoplaca-thallosa	614502	exact
Phaeostroma pustulosum	Phaeostroma pustulosum	https://norcca.scrol.net/species/Phaeostroma-pustulosum	145455	exact
Phaeothamnion confervicola	Phaeothamnion confervicola	https://norcca.scrol.net/species/Phaeothamnion-confervicola	610286	exact
Phaeothamnion sp.				
Phormidium breve	Phormidium breve	https://norcca.scrol.net/species/Phormidium-breve	146702	exact
Phormidium cf. breve				
Phormidium cf. chalybea	Phormidium chalybea	https://norcca.scrol.net/species/Phormidium-cf-chalybea	156349	near_2
Phormidium cf. favosum	Phormidium favosum	https://norcca.scrol.net/species/Phormidium-cf-favosum	610167	exact
Phormidium cf. subfuscum	Phormidium subfuscum	https://norcca.scrol.net/species/Phormidium-cf-subfuscum	609516	exact
Phormidium sp.				
Phormidium tergestinum	Phormidium tergestinum	https://norcca.scrol.net/species/Phormidium-tergestinum	450777	exact
Phormidium uncinatum	Phormidium uncinatum	https://norcca.scrol.net/species/Phormidium-uncinatum	661044	exact
Planctonema lauterbornii	Planctonema lauterbornii	https://norcca.scrol.net/species/Planctonema-lauterbornii	162716	exact
Planktothrix agardhii	Planktothrix agardhii	https://norcca.scrol.net/species/Planktothrix-agardhii	146552	exact
Planktothrix cf. agardhii				
Planktothrix cf. prolifica				
Planktothrix mougeotii	Planktothrix mougeotii	https://norcca.scrol.net/species/Planktothrix-mougeotii	177583	exact
Planktothrix prolifica	Planktothrix prolifica	https://norcca.scrol.net/species/Planktothrix-prolifica	572062	exact
Planktothrix pseudagardhii	Planktothrix pseudagardhii	https://norcca.scrol.net/species/Planktothrix-pseudagardhii	616561	phonetic
Planktothrix rubescens	Planktothrix rubescens	https://norcca.scrol.net/species/Planktothrix-rubescens	572064	exact
Planktothrix rubescens var.				
Planktothrix sp.				
Planktothrix suspensa	Planktothrix suspensa	https://norcca.scrol.net/species/Planktothrix-suspensa	578244	exact
Plectonema sp.				
Pleurochrysis sp.				
Pleurotaenium trabecula	Pleurotaenium trabecula	https://norcca.scrol.net/species/Pleurotaenium-trabecula	548369	exact
Pogotrichum filiforme	Pogotrichum filiforme	https://norcca.scrol.net/species/Pogotrichum-filiforme	238952	exact
Polarella glacialis	Polarella glacialis	https://norcca.scrol.net/species/Polarella-glacialis	232248	exact
Porphyra thulaea	Porphyra thulaea	https://norcca.scrol.net/species/Porphyra-thulaea	144436	exact
Porphyridium aerugineum	Porphyridium aerugineum	https://norcca.scrol.net/species/Porphyridium-aerugineum	145787	exact
Porphyridium purpureum	Porphyridium purpureum	https://norcca.scrol.net/species/Porphyridium-purpureum	145788	exact
Poteriochromonas malhamensis	Poteriochromonas malhamensis	https://norcca.scrol.net/species/Poteriochromonas-malhamensis	1304857	phonetic
Prasinocladus sp.				
Prasinophyte sp.				
Prochlorothrix hollandica	Prochlorothrix hollandica	https://norcca.scrol.net/species/Prochlorothrix-hollandica	616813	exact
Prochlorothrix scandica	Prochlorothrix scandica	https://norcca.scrol.net/species/Prochlorothrix-scandica		
Prorocentrum cordatum	Prorocentrum cordatum	https://norcca.scrol.net/species/Prorocentrum-cordatum	232376	exact
Prorocentrum donghaiense	Prorocentrum donghaiense	https://norcca.scrol.net/species/Prorocentrum-donghaiense	232308	exact
Prorocentrum lima	Prorocentrum lima	https://norcca.scrol.net/species/Prorocentrum-lima	110301	exact
Prorocentrum micans	Prorocentrum micans	https://norcca.scrol.net/species/Prorocentrum-micans	110303	exact
Prorocentrum sp.				
Prorocentrum triestinum	Prorocentrum triestinum	https://norcca.scrol.net/species/Prorocentrum-triestinum	110316	exact
Protectocarpus speciosus	Protectocarpus speciosus	https://norcca.scrol.net/species/Protectocarpus-speciosus	144986	exact
Protoceratium reticulatum	Protoceratium reticulatum	https://norcca.scrol.net/species/Protoceratium-reticulatum	110321	exact
Protosiphon botryoides	Protosiphon botryoides	https://norcca.scrol.net/species/Protosiphon-botryoides	608625	exact
Prymnesium kappa	Prymnesium kappa	https://norcca.scrol.net/species/Prymnesium-kappa	624968	exact
Prymnesium nemamethecum	Prymnesium nemamethecum	https://norcca.scrol.net/species/Prymnesium-nemamethecum	345517	exact
Prymnesium palpebrale	Prymnesium palpebrale	https://norcca.scrol.net/species/Prymnesium-palpebrale	624967	exact
Prymnesium parvum	Prymnesium parvum	https://norcca.scrol.net/species/Prymnesium-parvum	160564	exact
Prymnesium parvum f. patelliferum	Prymnesium parvum f. patelliferum	https://norcca.scrol.net/species/Prymnesium-parvum-f-patelliferum	688549	exact
Prymnesium polylepis	Prymnesium polylepis	https://norcca.scrol.net/species/Prymnesium-polylepis	670030	exact
Prymnesium sp.				
Pseudanabaena catenata	Pseudanabaena catenata	https://norcca.scrol.net/species/Pseudanabaena-catenata	213742	exact
