scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification
Dactyliosolen blavyanus	(H.Peragallo) Hasle, 1975	Species	179786	https://www.marinespecies.org/aphia.php?p=taxdetails&id=179786	Dactyliosolen	149309	unassessed	975336	Guinardia blavyana var. blavyana	H. Peragallo, 1892	Chromista	Bacillariophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Rhizosolenianae - [Order] Rhizosoleniales - [Family] Rhizosoleniaceae - [Genus] Dactyliosolen - [Species] Dactyliosolen blavyanus
Denticula elegans	Kützing, 1844	Species	179792	https://www.marinespecies.org/aphia.php?p=taxdetails&id=179792	Denticula	163235	unassessed	617184	Diploneis baicalensis	Skvortzov & Meyer, 1928	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Denticula	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae - [Genus] Denticula - [Species] Denticula elegans
Denticula tenuis	Kützing, 1844	Species	179796	https://www.marinespecies.org/aphia.php?p=taxdetails&id=179796	Denticula	163235	unassessed	179796	Denticula tenuis	Kützing, 1844	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Denticula	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae - [Genus] Denticula - [Species] Denticula tenuis
Diploneis boldtiana	Cleve, 1891	Species	179853	https://www.marinespecies.org/aphia.php?p=taxdetails&id=179853	Diploneis	149018	unassessed	179853	Diploneis boldtiana	Cleve, 1891	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Diploneidaceae - [Genus] Diploneis - [Species] Diploneis boldtiana
Diploneis marginestriata	Hustedt, 1922	Species	179933	https://www.marinespecies.org/aphia.php?p=taxdetails&id=179933	Diploneis	149018	unassessed	179933	Diploneis marginestriata	Hustedt, 1922	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Diploneidaceae - [Genus] Diploneis - [Species] Diploneis marginestriata
Diploneis minuta	J.B.Petersen, 1928	Species	179936	https://www.marinespecies.org/aphia.php?p=taxdetails&id=179936	Diploneis	149018	unassessed	179936	Diploneis minuta	J.B.Petersen, 1928	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Diploneidaceae - [Genus] Diploneis - [Species] Diploneis minuta
Diploneis petersenii	Hustedt, 1937	Species	179958	https://www.marinespecies.org/aphia.php?p=taxdetails&id=179958	Diploneis	149018	accepted	179958	Diploneis petersenii	Hustedt, 1937	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Diploneidaceae - [Genus] Diploneis - [Species] Diploneis petersenii
Epithemia smithii	Carruthers, 1864	Species	180023	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180023	Epithemia	149026	unassessed	180023	Epithemia smithii	Carruthers, 1864	Chromista	Bacillariophyta	Bacillariophyceae	Rhopalodiales	Rhopalodiaceae	Epithemia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Rhopalodiales - [Family] Rhopalodiaceae - [Genus] Epithemia - [Species] Epithemia smithii
Eunotia angusta	(Grunow) Å.Berg, 1939	Species	180031	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180031	Eunotia	149402	unassessed	180031	Eunotia angusta	(Grunow) Å.Berg, 1939	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia angusta
Eunotia denticulata	(Brébisson ex Kützing) Rabenhorst, 1864	Species	180059	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180059	Eunotia	149402	unassessed	180059	Eunotia denticulata	(Brébisson ex Kützing) Rabenhorst, 1864	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia denticulata
Eunotia exigua	(Brébisson ex Kützing) Rabenhorst, 1864	Species	180063	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180063	Eunotia	149402	unassessed	172319	Himantidium exiguum	Brébisson ex Kützing, 1849	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia exigua
Eunotia exigua var. exigua	(Brébisson ex Kützing) Rabenhorst, 1864	Variety	180065	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180065	Eunotia exigua	180063	accepted	180065	Eunotia exigua var. exigua	(Brébisson ex Kützing) Rabenhorst, 1864	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia exigua - [Variety] Eunotia exigua var. exigua
Eunotia flexuosa	(Brébisson ex Kützing) Kützing, 1849	Species	180071	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180071	Eunotia	149402	unassessed	980357	Synedra flexuosa var. flexuosa	Brébisson ex Kützing, 1846	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia flexuosa
Eunotia glacialis	Meister, 1912	Species	180075	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180075	Eunotia	149402	accepted	180075	Eunotia glacialis	Meister, 1912	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia glacialis
Eunotia hexaglyphis	Ehrenberg, 1854	Species	180077	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180077	Eunotia	149402	unassessed	180077	Eunotia hexaglyphis	Ehrenberg, 1854	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia hexaglyphis
Eunotia iatriaensis	Foged, 1970	Species	180082	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180082	Eunotia	149402	unassessed	180082	Eunotia iatriaensis	Foged, 1970	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia iatriaensis
Eunotia monodon	Ehrenberg, 1843	Species	180086	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180086	Eunotia	149402	accepted	180086	Eunotia monodon	Ehrenberg, 1843	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia monodon
Eunotia monodon var. major	(W.Smith) Hustedt	Variety	180087	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180087	Eunotia monodon	180086	accepted	180087	Eunotia monodon var. major	(W.Smith) Hustedt	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia monodon - [Variety] Eunotia monodon var. major
Eunotia meisteri	Hustedt, 1930	Species	180100	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180100	Eunotia	149402	accepted	180100	Eunotia meisteri	Hustedt, 1930	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia meisteri
Eunotia microcephala	Krasske, 1932	Species	180103	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180103	Eunotia	149402	accepted	180103	Eunotia microcephala	Krasske, 1932	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia microcephala
Eunotia naegelii	Migula, 1907	Species	180108	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180108	Eunotia	149402	accepted	180108	Eunotia naegelii	Migula, 1907	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia naegelii
Eunotia alpina	(Nägeli) Hustedt, 1913	Species	180109	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180109	Eunotia	149402	unassessed	978819	Synedra alpina var. alpina	Naegeli in Kützing, 1849	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia alpina
Eunotia formica	Ehrenberg, 1843	Species	180112	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180112	Eunotia	149402	unassessed	180112	Eunotia formica	Ehrenberg, 1843	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia formica
Eunotia nymanniana	Grunow, 1881	Species	180113	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180113	Eunotia	149402	unassessed	180113	Eunotia nymanniana	Grunow, 1881	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia nymanniana
Eunotia paludosa	Grunow, 1862	Species	180114	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180114	Eunotia	149402	accepted	180114	Eunotia paludosa	Grunow, 1862	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia paludosa
Eunotia pectinalis var. pectinalis	Otto Müller, 1898	Variety	180122	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180122	Eunotia pectinalis	156557	unassessed	180122	Eunotia pectinalis var. pectinalis	Otto Müller, 1898	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia pectinalis - [Variety] Eunotia pectinalis var. pectinalis
Eunotia pectinalis var. undulata	(Ralfs) Rabenhorst, 1864	Variety	180125	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180125	Eunotia pectinalis	156557	accepted	180125	Eunotia pectinalis var. undulata	(Ralfs) Rabenhorst, 1864	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia pectinalis - [Variety] Eunotia pectinalis var. undulata
Eunotia pectinalis var. ventricosa	(Ehrenberg) Grunow, 1881	Variety	180126	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180126	Eunotia pectinalis	156557	accepted	180126	Eunotia pectinalis var. ventricosa	(Ehrenberg) Grunow, 1881	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia pectinalis - [Variety] Eunotia pectinalis var. ventricosa
Eunotia rhomboidea	Hustedt, 1950	Species	180139	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180139	Eunotia	149402	unassessed	180139	Eunotia rhomboidea	Hustedt, 1950	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia rhomboidea
Eunotia bidens	Ehrenberg, 1843	Species	180144	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180144	Eunotia	149402	unassessed	180144	Eunotia bidens	Ehrenberg, 1843	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia bidens
Eunotia serra var. serra		Variety	180150	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180150	Eunotia serra	172356	accepted	180150	Eunotia serra var. serra		Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia serra - [Variety] Eunotia serra var. serra
Eunotia serra var. diadema	(Ehrenberg) R.M.Patrick, 1958	Variety	180151	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180151	Eunotia serra	172356	unassessed	180152	Eunotia diadema	Ehrenberg, 1837	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia serra - [Variety] Eunotia serra var. diadema
Eunotia sudetica	Otto Müller, 1898	Species	180156	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180156	Eunotia	149402	accepted	180156	Eunotia sudetica	Otto Müller, 1898	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia sudetica
Eunotia tridentula	Ehrenberg, 1843	Species	180165	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180165	Eunotia	149402	unassessed	180165	Eunotia tridentula	Ehrenberg, 1843	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia tridentula
Eunotia triodon	Ehrenberg, 1837	Species	180175	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180175	Eunotia	149402	unassessed	180175	Eunotia triodon	Ehrenberg, 1837	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia triodon
Fragilaria bidens	Heiberg, 1863	Species	180191	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180191	Fragilaria	149028	accepted	180191	Fragilaria bidens	Heiberg, 1863	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Fragilaria - [Species] Fragilaria bidens
Triceratium exiguum	W.Smith, 1856	Species	180209	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180209	Triceratium	149154	unassessed	180209	Triceratium exiguum	W.Smith, 1856	Chromista	Bacillariophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Triceratium	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Biddulphianae - [Order] Triceratiales - [Family] Triceratiaceae - [Genus] Triceratium - [Species] Triceratium exiguum
Frustulia weinholdii	Hustedt, 1927	Species	180254	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180254	Frustulia	156946	accepted	180254	Frustulia weinholdii	Hustedt, 1927	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Amphipleuraceae - [Genus] Frustulia - [Species] Frustulia weinholdii
Gomphonema augur var. augur	Ehrenberg, 1840	Variety	180269	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180269	Gomphonema augur	149556	accepted	180269	Gomphonema augur var. augur	Ehrenberg, 1840	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema augur - [Variety] Gomphonema augur var. augur
Gomphonema auritum	A.Braun ex Kützing, 1849	Species	180271	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180271	Gomphonema	149553	accepted	180271	Gomphonema auritum	A.Braun ex Kützing, 1849	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema auritum
Gomphonema clevei	Fricke, 1902	Species	180273	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180273	Gomphonema	149553	accepted	180273	Gomphonema clevei	Fricke, 1902	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema clevei
Gomphonema dichotomum	Kützing, 1833	Species	180274	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180274	Gomphonema	149553	unassessed	180274	Gomphonema dichotomum	Kützing, 1833	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema dichotomum
Gomphonema minutum	(C.Agardh) C.Agardh, 1831	Species	180282	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180282	Gomphonema	149553	accepted	180282	Gomphonema minutum	(C.Agardh) C.Agardh, 1831	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema minutum
Gomphonema montanum	(J.Schumann) Grunow, 1878	Species	180287	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180287	Gomphonema	149553	unassessed	676154	Gomphonema acuminatum var. montanum	J.Schumann, 1867	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema montanum
Gomphonema pseudoaugur	Lange-Bertalot, 1979	Species	180295	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180295	Gomphonema	149553	unassessed	180295	Gomphonema pseudoaugur	Lange-Bertalot, 1979	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema pseudoaugur
Gomphonema rhombicum	Fricke, 1904	Species	180296	https://www.marinespecies.org/aphia.php?p=taxdetails&id=180296	Gomphonema	149553	accepted	180296	Gomphonema rhombicum	Fricke, 1904	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema rhombicum
