scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification
Oxytoxum laticeps	Schiller, 1937	Species	110097	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110097	Oxytoxum	109528	accepted	110097	Oxytoxum laticeps	Schiller, 1937	Chromista	Myzozoa	Dinophyceae	Peridiniales	Oxytoxaceae	Oxytoxum	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Oxytoxaceae - [Genus] Oxytoxum - [Species] Oxytoxum laticeps
Oxytoxum sceptrum	(F.Stein) Schröder, 1906	Species	110114	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110114	Oxytoxum	109528	accepted	110114	Oxytoxum sceptrum	(F.Stein) Schröder, 1906	Chromista	Myzozoa	Dinophyceae	Peridiniales	Oxytoxaceae	Oxytoxum	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Oxytoxaceae - [Genus] Oxytoxum - [Species] Oxytoxum sceptrum
Oxytoxum scolopax	Stein, 1883	Species	110115	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110115	Oxytoxum	109528	accepted	110115	Oxytoxum scolopax	Stein, 1883	Chromista	Myzozoa	Dinophyceae	Peridiniales	Oxytoxaceae	Oxytoxum	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Oxytoxaceae - [Genus] Oxytoxum - [Species] Oxytoxum scolopax
Coolia monotis	Meunier, 1919	Species	110130	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110130	Coolia	109534	accepted	110130	Coolia monotis	Meunier, 1919	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ostreopsidaceae	Coolia	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Gonyaulacales - [Family] Ostreopsidaceae - [Genus] Coolia - [Species] Coolia monotis
Diplopelta bomba	Stein ex Jørgensen, 1912	Species	110133	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110133	Diplopelta	109535	accepted	110133	Diplopelta bomba	Stein ex Jørgensen, 1912	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Diplopelta	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Diplopelta - [Species] Diplopelta bomba
Diplopelta pusilla	Balech & R.Akselman, 1988	Species	110134	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110134	Diplopelta	109535	accepted	110134	Diplopelta pusilla	Balech & R.Akselman, 1988	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Diplopelta	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Diplopelta - [Species] Diplopelta pusilla
Diplopsalopsis orbicularis	(Paulsen) Meunier, 1910	Species	110139	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110139	Diplopsalopsis	109537	accepted	110139	Diplopsalopsis orbicularis	(Paulsen) Meunier, 1910	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Diplopsalopsis	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Diplopsalopsis - [Species] Diplopsalopsis orbicularis
Glenodinium armatum	Levander, 1900	Species	110140	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110140	Glenodinium	109538	accepted	110140	Glenodinium armatum	Levander, 1900	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Glenodinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Glenodinium - [Species] Glenodinium armatum
Glenodinium paululum	Lindemann, 1928	Species	110149	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110149	Glenodinium	109538	accepted	110149	Glenodinium paululum	Lindemann, 1928	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Glenodinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Glenodinium - [Species] Glenodinium paululum
Heterocapsa rotundata	(Lohmann) Gert Hansen, 1995	Species	110152	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110152	Heterocapsa	109540	accepted	110152	Heterocapsa rotundata	(Lohmann) Gert Hansen, 1995	Chromista	Myzozoa	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Heterocapsaceae - [Genus] Heterocapsa - [Species] Heterocapsa rotundata
Kryptoperidinium foliaceum	(F.Stein) Lindemann, 1924	Species	110154	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110154	Kryptoperidinium	109541	accepted	110154	Kryptoperidinium foliaceum	(F.Stein) Lindemann, 1924	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Kryptoperidinium - [Species] Kryptoperidinium foliaceum
Oblea rotunda	(Lebour) Balech ex Sournia, 1973	Species	110155	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110155	Oblea	109542	accepted	110155	Oblea rotunda	(Lebour) Balech ex Sournia, 1973	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Oblea	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Oblea - [Species] Oblea rotunda
Peridiniella catenata	(Levander) Balech, 1977	Species	110156	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110156	Peridiniella	109543	accepted	110156	Peridiniella catenata	(Levander) Balech, 1977	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Cladopyxidaceae	Peridiniella	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Gonyaulacales - [Family] Cladopyxidaceae - [Genus] Peridiniella - [Species] Peridiniella catenata
Peridiniopsis borgei	Lemmermann, 1904	Species	110159	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110159	Peridiniopsis	109544	accepted	110159	Peridiniopsis borgei	Lemmermann, 1904	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniopsidaceae	Peridiniopsis	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniopsidaceae - [Genus] Peridiniopsis - [Species] Peridiniopsis borgei
Peridiniopsis elpatiewskyi	(Ostenfeld) Bourrelly, 1968	Species	110161	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110161	Peridiniopsis	109544	accepted	110161	Peridiniopsis elpatiewskyi	(Ostenfeld) Bourrelly, 1968	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniopsidaceae	Peridiniopsis	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniopsidaceae - [Genus] Peridiniopsis - [Species] Peridiniopsis elpatiewskyi
Peridiniopsis penardiformis	(Lindemann) Bourrelly	Species	110162	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110162	Peridiniopsis	109544	accepted	110162	Peridiniopsis penardiformis	(Lindemann) Bourrelly	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniopsidaceae	Peridiniopsis	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniopsidaceae - [Genus] Peridiniopsis - [Species] Peridiniopsis penardiformis
Peridiniopsis quadridens	(F.Stein) Bourrelly, 1968	Species	110166	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110166	Peridiniopsis	109544	accepted	110166	Peridiniopsis quadridens	(F.Stein) Bourrelly, 1968	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniopsidaceae	Peridiniopsis	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniopsidaceae - [Genus] Peridiniopsis - [Species] Peridiniopsis quadridens
Scrippsiella crystallina	J.Lewis, 1991	Species	110167	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110167	Scrippsiella	109545	accepted	110167	Scrippsiella crystallina	J.Lewis, 1991	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniaceae - [Subfamily] Calciodinelloideae - [Genus] Scrippsiella - [Species] Scrippsiella crystallina
Scrippsiella lachrymosa	J.Lewis, 1991	Species	110168	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110168	Scrippsiella	109545	accepted	110168	Scrippsiella lachrymosa	J.Lewis, 1991	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniaceae - [Subfamily] Calciodinelloideae - [Genus] Scrippsiella - [Species] Scrippsiella lachrymosa
Scrippsiella trifida	J.Lewis, 1991	Species	110171	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110171	Scrippsiella	109545	accepted	110171	Scrippsiella trifida	J.Lewis, 1991	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniaceae - [Subfamily] Calciodinelloideae - [Genus] Scrippsiella - [Species] Scrippsiella trifida
Peridinium bipes	F.Stein, 1883	Species	110181	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110181	Peridinium	109549	accepted	110181	Peridinium bipes	F.Stein, 1883	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Peridinium - [Species] Peridinium bipes
Peridinium cinctum	(O.F.Müller) Ehrenberg, 1832	Species	110183	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110183	Peridinium	109549	accepted	110183	Peridinium cinctum	(O.F.Müller) Ehrenberg, 1832	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Peridinium - [Species] Peridinium cinctum
Peridinium volzii	Lemmermann, 1906	Species	110197	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110197	Peridinium	109549	accepted	110197	Peridinium volzii	Lemmermann, 1906	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Peridinium - [Species] Peridinium volzii
Peridinium willei	Huitfeldt-Kaas, 1900	Species	110198	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110198	Peridinium	109549	accepted	110198	Peridinium willei	Huitfeldt-Kaas, 1900	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Peridinium - [Species] Peridinium willei
Podolampas bipes	Stein, 1883	Species	110199	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110199	Podolampas	109550	accepted	110199	Podolampas bipes	Stein, 1883	Chromista	Myzozoa	Dinophyceae	Peridiniales	Podolampadaceae	Podolampas	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Podolampadaceae - [Genus] Podolampas - [Species] Podolampas bipes
Protoperidinium achromaticum	(Levander, 1902) Balech, 1974	Species	110205	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110205	Protoperidinium	109553	accepted	110205	Protoperidinium achromaticum	(Levander, 1902) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium achromaticum
Protoperidinium avellana	(Meunier, 1919) Balech, 1974	Species	110206	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110206	Protoperidinium	109553	accepted	110206	Protoperidinium avellana	(Meunier, 1919) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium avellana
Protoperidinium bipes	(Paulsen, 1904) Balech, 1974	Species	110208	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110208	Protoperidinium	109553	accepted	110208	Protoperidinium bipes	(Paulsen, 1904) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium bipes
Protoperidinium breve		Species	110209	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110209	Protoperidinium	109553	uncertain				Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium breve
Protoperidinium brevipes	(Paulsen, 1908) Balech, 1974	Species	110210	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110210	Protoperidinium	109553	accepted	110210	Protoperidinium brevipes	(Paulsen, 1908) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium brevipes
Protoperidinium brochii	(Kofoid & Swezy, 1921) Balech, 1974	Species	110211	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110211	Protoperidinium	109553	accepted	110211	Protoperidinium brochii	(Kofoid & Swezy, 1921) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium brochii
Protoperidinium conicoides	(Paulsen) Balech, 1973	Species	110212	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110212	Protoperidinium	109553	accepted	110212	Protoperidinium conicoides	(Paulsen) Balech, 1973	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium conicoides
Protoperidinium conicum	(Gran) Balech, 1974	Species	110213	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110213	Protoperidinium	109553	accepted	110213	Protoperidinium conicum	(Gran) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium conicum
Protoperidinium crassipes	(Kofoid, 1907) Balech, 1974	Species	110214	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110214	Protoperidinium	109553	accepted	110214	Protoperidinium crassipes	(Kofoid, 1907) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium crassipes
Protoperidinium curtipes	(Jørgensen, 1912) Balech, 1974	Species	110215	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110215	Protoperidinium	109553	accepted	110215	Protoperidinium curtipes	(Jørgensen, 1912) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium curtipes
Protoperidinium denticulatum	(Gran & Braarud, 1935) Balech, 1974	Species	110216	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110216	Protoperidinium	109553	accepted	110216	Protoperidinium denticulatum	(Gran & Braarud, 1935) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium denticulatum
Protoperidinium depressum	(Bailey, 1854) Balech, 1974	Species	110217	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110217	Protoperidinium	109553	accepted	110217	Protoperidinium depressum	(Bailey, 1854) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium depressum
Protoperidinium divergens	(Ehrenberg) Balech, 1974	Species	110219	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110219	Protoperidinium	109553	accepted	110219	Protoperidinium divergens	(Ehrenberg) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium divergens
Protoperidinium excentricum	(Paulsen, 1907) Balech, 1974	Species	110220	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110220	Protoperidinium	109553	accepted	110220	Protoperidinium excentricum	(Paulsen, 1907) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium excentricum
Protoperidinium granii	(Ostenfeld) Balech, 1974	Species	110223	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110223	Protoperidinium	109553	accepted	110223	Protoperidinium granii	(Ostenfeld) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium granii
Protoperidinium islandicum	(Paulsen, 1904) Balech, 1973	Species	110227	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110227	Protoperidinium	109553	accepted	110227	Protoperidinium islandicum	(Paulsen, 1904) Balech, 1973	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium islandicum
Protoperidinium laticeps	(Grontved & Seidenfaden, 1938) Balech, 1974	Species	110228	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110228	Protoperidinium	109553	accepted	110228	Protoperidinium laticeps	(Grontved & Seidenfaden, 1938) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Subclass] Peridiniphycidae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Protoperidinium - [Species] Protoperidinium laticeps
